ID,State,County,Year,Annual_Mean_Index
AL-057,Alabama,Fayette County,2000,-2.8
AL-057,Alabama,Fayette County,2001,1.54
AL-057,Alabama,Fayette County,2002,0.92
AL-057,Alabama,Fayette County,2003,3.95
AL-057,Alabama,Fayette County,2004,2.7
AL-057,Alabama,Fayette County,2005,1.24
AL-057,Alabama,Fayette County,2006,-1.64
AL-057,Alabama,Fayette County,2007,-3.58
AL-057,Alabama,Fayette County,2008,-2.26
AL-057,Alabama,Fayette County,2009,1.79
AL-057,Alabama,Fayette County,2010,-1.08
AL-057,Alabama,Fayette County,2011,-1.81
AL-057,Alabama,Fayette County,2012,-0.98
AL-057,Alabama,Fayette County,2013,0.74
AL-057,Alabama,Fayette County,2014,0.18
AL-057,Alabama,Fayette County,2015,0.03
AL-057,Alabama,Fayette County,2016,-1.63
AL-057,Alabama,Fayette County,2017,-0.47
AL-057,Alabama,Fayette County,2018,1.14
AL-057,Alabama,Fayette County,2019,3.73
AL-057,Alabama,Fayette County,2020,4.35
AL-059,Alabama,Franklin County,2000,-2.1
AL-059,Alabama,Franklin County,2001,1.9
AL-059,Alabama,Franklin County,2002,2.33
AL-059,Alabama,Franklin County,2003,2.69
AL-059,Alabama,Franklin County,2004,2.47
AL-059,Alabama,Franklin County,2005,1.59
AL-059,Alabama,Franklin County,2006,-1.38
AL-059,Alabama,Franklin County,2007,-3.2
AL-059,Alabama,Franklin County,2008,-2.38
AL-059,Alabama,Franklin County,2009,1.04
AL-059,Alabama,Franklin County,2010,-1.38
AL-059,Alabama,Franklin County,2011,-0.17
AL-059,Alabama,Franklin County,2012,-0.58
AL-059,Alabama,Franklin County,2013,0.63
AL-059,Alabama,Franklin County,2014,1.16
AL-059,Alabama,Franklin County,2015,2.09
AL-059,Alabama,Franklin County,2016,-1.22
AL-059,Alabama,Franklin County,2017,0.46
AL-059,Alabama,Franklin County,2018,0.6
AL-059,Alabama,Franklin County,2019,2.67
AL-059,Alabama,Franklin County,2020,5.14
AL-061,Alabama,Geneva County,2000,-2.83
AL-061,Alabama,Geneva County,2001,0.19
AL-061,Alabama,Geneva County,2002,-0.98
AL-061,Alabama,Geneva County,2003,2.1
AL-061,Alabama,Geneva County,2004,0.97
AL-061,Alabama,Geneva County,2005,1.18
AL-061,Alabama,Geneva County,2006,-2.06
AL-061,Alabama,Geneva County,2007,-1.93
AL-061,Alabama,Geneva County,2008,-0.23
AL-061,Alabama,Geneva County,2009,1.89
AL-061,Alabama,Geneva County,2010,-1.12
AL-061,Alabama,Geneva County,2011,-3.45
AL-061,Alabama,Geneva County,2012,-1.08
AL-061,Alabama,Geneva County,2013,2.63
AL-061,Alabama,Geneva County,2014,1.0
AL-061,Alabama,Geneva County,2015,0.29
AL-061,Alabama,Geneva County,2016,0.18
AL-061,Alabama,Geneva County,2017,1.47
AL-061,Alabama,Geneva County,2018,1.22
AL-061,Alabama,Geneva County,2019,-1.34
AL-061,Alabama,Geneva County,2020,1.34
AL-063,Alabama,Greene County,2000,-2.53
AL-063,Alabama,Greene County,2001,1.25
AL-063,Alabama,Greene County,2002,-0.16
AL-063,Alabama,Greene County,2003,2.67
AL-063,Alabama,Greene County,2004,1.82
AL-063,Alabama,Greene County,2005,2.03
AL-063,Alabama,Greene County,2006,-1.58
AL-063,Alabama,Greene County,2007,-3.04
AL-063,Alabama,Greene County,2008,-1.01
AL-063,Alabama,Greene County,2009,1.7
AL-063,Alabama,Greene County,2010,-0.12
AL-063,Alabama,Greene County,2011,-0.64
AL-063,Alabama,Greene County,2012,0.3
AL-063,Alabama,Greene County,2013,2.22
AL-063,Alabama,Greene County,2014,0.49
AL-063,Alabama,Greene County,2015,-0.59
AL-063,Alabama,Greene County,2016,-1.18
AL-063,Alabama,Greene County,2017,-0.09
AL-063,Alabama,Greene County,2018,0.12
AL-063,Alabama,Greene County,2019,1.52
AL-063,Alabama,Greene County,2020,3.77
AL-065,Alabama,Hale County,2000,-2.03
AL-065,Alabama,Hale County,2001,1.14
AL-065,Alabama,Hale County,2002,-0.41
AL-065,Alabama,Hale County,2003,1.75
AL-065,Alabama,Hale County,2004,0.25
AL-065,Alabama,Hale County,2005,1.58
AL-065,Alabama,Hale County,2006,-1.95
AL-065,Alabama,Hale County,2007,-3.46
AL-065,Alabama,Hale County,2008,-2.59
AL-065,Alabama,Hale County,2009,1.36
AL-065,Alabama,Hale County,2010,-0.58
AL-065,Alabama,Hale County,2011,-1.86
AL-065,Alabama,Hale County,2012,-0.43
AL-065,Alabama,Hale County,2013,1.85
AL-065,Alabama,Hale County,2014,0.41
AL-065,Alabama,Hale County,2015,-0.86
AL-065,Alabama,Hale County,2016,-1.76
AL-065,Alabama,Hale County,2017,-0.62
AL-065,Alabama,Hale County,2018,-0.28
AL-065,Alabama,Hale County,2019,-0.06
AL-065,Alabama,Hale County,2020,2.14
AL-067,Alabama,Henry County,2000,-3.67
AL-067,Alabama,Henry County,2001,-1.9
AL-067,Alabama,Henry County,2002,-1.61
AL-067,Alabama,Henry County,2003,1.49
AL-067,Alabama,Henry County,2004,0.43
AL-067,Alabama,Henry County,2005,1.67
AL-067,Alabama,Henry County,2006,-1.64
AL-067,Alabama,Henry County,2007,-2.77
AL-067,Alabama,Henry County,2008,-0.49
AL-067,Alabama,Henry County,2009,1.97
AL-067,Alabama,Henry County,2010,-1.0
AL-067,Alabama,Henry County,2011,-3.34
AL-067,Alabama,Henry County,2012,-3.27
AL-067,Alabama,Henry County,2013,2.37
AL-067,Alabama,Henry County,2014,0.26
AL-067,Alabama,Henry County,2015,0.06
AL-067,Alabama,Henry County,2016,-0.88
AL-067,Alabama,Henry County,2017,-0.03
AL-067,Alabama,Henry County,2018,0.77
AL-067,Alabama,Henry County,2019,-1.13
AL-067,Alabama,Henry County,2020,2.25
AL-069,Alabama,Houston County,2000,-2.2
AL-069,Alabama,Houston County,2001,0.21
AL-069,Alabama,Houston County,2002,-0.66
AL-069,Alabama,Houston County,2003,2.2
AL-069,Alabama,Houston County,2004,0.21
AL-069,Alabama,Houston County,2005,0.64
AL-069,Alabama,Houston County,2006,-2.14
AL-069,Alabama,Houston County,2007,-2.32
AL-069,Alabama,Houston County,2008,0.31
AL-069,Alabama,Houston County,2009,1.41
AL-069,Alabama,Houston County,2010,-1.01
AL-069,Alabama,Houston County,2011,-3.63
AL-069,Alabama,Houston County,2012,-1.94
AL-069,Alabama,Houston County,2013,2.67
AL-069,Alabama,Houston County,2014,0.47
AL-069,Alabama,Houston County,2015,0.55
AL-069,Alabama,Houston County,2016,0.22
AL-069,Alabama,Houston County,2017,0.69
AL-069,Alabama,Houston County,2018,1.19
AL-069,Alabama,Houston County,2019,-1.3
AL-069,Alabama,Houston County,2020,1.1
AL-071,Alabama,Jackson County,2000,-1.33
AL-071,Alabama,Jackson County,2001,1.03
AL-071,Alabama,Jackson County,2002,0.04
AL-071,Alabama,Jackson County,2003,1.13
AL-071,Alabama,Jackson County,2004,0.69
AL-071,Alabama,Jackson County,2005,-0.44
AL-071,Alabama,Jackson County,2006,-1.81
AL-071,Alabama,Jackson County,2007,-3.89
AL-071,Alabama,Jackson County,2008,-3.15
AL-071,Alabama,Jackson County,2009,1.17
AL-071,Alabama,Jackson County,2010,-0.34
AL-071,Alabama,Jackson County,2011,1.53
AL-071,Alabama,Jackson County,2012,0.61
AL-071,Alabama,Jackson County,2013,2.79
AL-071,Alabama,Jackson County,2014,1.37
AL-071,Alabama,Jackson County,2015,0.57
AL-071,Alabama,Jackson County,2016,-1.84
AL-071,Alabama,Jackson County,2017,1.28
AL-071,Alabama,Jackson County,2018,1.88
AL-071,Alabama,Jackson County,2019,1.25
AL-071,Alabama,Jackson County,2020,4.15
AL-073,Alabama,Jefferson County,2000,-2.21
AL-073,Alabama,Jefferson County,2001,1.43
AL-073,Alabama,Jefferson County,2002,0.67
AL-073,Alabama,Jefferson County,2003,1.7
AL-073,Alabama,Jefferson County,2004,0.3
AL-073,Alabama,Jefferson County,2005,0.88
AL-073,Alabama,Jefferson County,2006,-1.16
AL-073,Alabama,Jefferson County,2007,-4.25
AL-073,Alabama,Jefferson County,2008,-0.76
AL-073,Alabama,Jefferson County,2009,1.9
AL-073,Alabama,Jefferson County,2010,0.44
AL-073,Alabama,Jefferson County,2011,-1.82
AL-073,Alabama,Jefferson County,2012,-0.88
AL-073,Alabama,Jefferson County,2013,1.93
AL-073,Alabama,Jefferson County,2014,-0.38
AL-073,Alabama,Jefferson County,2015,-0.18
AL-073,Alabama,Jefferson County,2016,-2.05
AL-073,Alabama,Jefferson County,2017,-0.08
AL-073,Alabama,Jefferson County,2018,-0.3
AL-073,Alabama,Jefferson County,2019,-0.25
AL-073,Alabama,Jefferson County,2020,1.92
AL-075,Alabama,Lamar County,2000,-2.84
AL-075,Alabama,Lamar County,2001,1.12
AL-075,Alabama,Lamar County,2002,0.51
AL-075,Alabama,Lamar County,2003,3.05
AL-075,Alabama,Lamar County,2004,2.16
AL-075,Alabama,Lamar County,2005,1.18
AL-075,Alabama,Lamar County,2006,-1.42
AL-075,Alabama,Lamar County,2007,-3.23
AL-075,Alabama,Lamar County,2008,-1.33
AL-075,Alabama,Lamar County,2009,1.95
AL-075,Alabama,Lamar County,2010,-0.92
AL-075,Alabama,Lamar County,2011,-0.82
AL-075,Alabama,Lamar County,2012,-0.56
AL-075,Alabama,Lamar County,2013,0.85
AL-075,Alabama,Lamar County,2014,0.25
AL-075,Alabama,Lamar County,2015,0.08
AL-075,Alabama,Lamar County,2016,-1.38
AL-075,Alabama,Lamar County,2017,-0.9
AL-075,Alabama,Lamar County,2018,0.1
AL-075,Alabama,Lamar County,2019,2.87
AL-075,Alabama,Lamar County,2020,4.57
AL-077,Alabama,Lauderdale County,2000,-1.89
AL-077,Alabama,Lauderdale County,2001,1.44
AL-077,Alabama,Lauderdale County,2002,1.6
AL-077,Alabama,Lauderdale County,2003,1.81
AL-077,Alabama,Lauderdale County,2004,2.49
AL-077,Alabama,Lauderdale County,2005,-0.36
AL-077,Alabama,Lauderdale County,2006,-1.05
AL-077,Alabama,Lauderdale County,2007,-3.26
AL-077,Alabama,Lauderdale County,2008,-2.3
AL-077,Alabama,Lauderdale County,2009,0.5
AL-077,Alabama,Lauderdale County,2010,-0.95
AL-077,Alabama,Lauderdale County,2011,0.43
AL-077,Alabama,Lauderdale County,2012,-1.17
AL-077,Alabama,Lauderdale County,2013,0.6
AL-077,Alabama,Lauderdale County,2014,0.75
AL-077,Alabama,Lauderdale County,2015,0.83
AL-077,Alabama,Lauderdale County,2016,-1.45
AL-077,Alabama,Lauderdale County,2017,-0.44
AL-077,Alabama,Lauderdale County,2018,1.17
AL-077,Alabama,Lauderdale County,2019,2.21
AL-077,Alabama,Lauderdale County,2020,4.14
AL-079,Alabama,Lawrence County,2000,-1.92
AL-079,Alabama,Lawrence County,2001,1.98
AL-079,Alabama,Lawrence County,2002,1.45
AL-079,Alabama,Lawrence County,2003,1.86
AL-079,Alabama,Lawrence County,2004,2.3
AL-079,Alabama,Lawrence County,2005,1.42
AL-079,Alabama,Lawrence County,2006,-1.37
AL-079,Alabama,Lawrence County,2007,-3.47
AL-079,Alabama,Lawrence County,2008,-3.03
AL-079,Alabama,Lawrence County,2009,1.42
AL-079,Alabama,Lawrence County,2010,-1.08
AL-079,Alabama,Lawrence County,2011,0.92
AL-079,Alabama,Lawrence County,2012,-0.05
AL-079,Alabama,Lawrence County,2013,2.42
AL-079,Alabama,Lawrence County,2014,1.94
AL-079,Alabama,Lawrence County,2015,1.62
AL-079,Alabama,Lawrence County,2016,-1.26
AL-079,Alabama,Lawrence County,2017,0.32
AL-079,Alabama,Lawrence County,2018,1.61
AL-079,Alabama,Lawrence County,2019,2.67
AL-079,Alabama,Lawrence County,2020,4.61
AL-081,Alabama,Lee County,2000,-2.08
AL-081,Alabama,Lee County,2001,-0.23
AL-081,Alabama,Lee County,2002,-1.84
AL-081,Alabama,Lee County,2003,2.18
AL-081,Alabama,Lee County,2004,0.11
AL-081,Alabama,Lee County,2005,1.43
AL-081,Alabama,Lee County,2006,-1.56
AL-081,Alabama,Lee County,2007,-2.82
AL-081,Alabama,Lee County,2008,-1.18
AL-081,Alabama,Lee County,2009,2.37
AL-081,Alabama,Lee County,2010,-1.2
AL-081,Alabama,Lee County,2011,-3.31
AL-081,Alabama,Lee County,2012,-2.68
AL-081,Alabama,Lee County,2013,1.75
AL-081,Alabama,Lee County,2014,0.9
AL-081,Alabama,Lee County,2015,0.46
AL-081,Alabama,Lee County,2016,-1.75
AL-081,Alabama,Lee County,2017,0.22
AL-081,Alabama,Lee County,2018,0.49
AL-081,Alabama,Lee County,2019,-0.57
AL-081,Alabama,Lee County,2020,2.69
AL-083,Alabama,Limestone County,2000,-1.86
AL-083,Alabama,Limestone County,2001,1.43
AL-083,Alabama,Limestone County,2002,-0.4
AL-083,Alabama,Limestone County,2003,1.03
AL-083,Alabama,Limestone County,2004,1.26
AL-083,Alabama,Limestone County,2005,-0.21
AL-083,Alabama,Limestone County,2006,-1.84
AL-083,Alabama,Limestone County,2007,-4.07
AL-083,Alabama,Limestone County,2008,-3.14
AL-083,Alabama,Limestone County,2009,1.35
AL-083,Alabama,Limestone County,2010,-0.8
AL-083,Alabama,Limestone County,2011,-0.06
AL-083,Alabama,Limestone County,2012,-0.44
AL-083,Alabama,Limestone County,2013,0.89
AL-083,Alabama,Limestone County,2014,0.67
AL-083,Alabama,Limestone County,2015,1.41
AL-083,Alabama,Limestone County,2016,-1.2
AL-083,Alabama,Limestone County,2017,0.39
AL-083,Alabama,Limestone County,2018,1.56
AL-083,Alabama,Limestone County,2019,2.37
AL-083,Alabama,Limestone County,2020,3.41
AL-085,Alabama,Lowndes County,2000,-2.17
AL-085,Alabama,Lowndes County,2001,0.66
AL-085,Alabama,Lowndes County,2002,-1.01
AL-085,Alabama,Lowndes County,2003,1.7
AL-085,Alabama,Lowndes County,2004,0.05
AL-085,Alabama,Lowndes County,2005,0.57
AL-085,Alabama,Lowndes County,2006,-1.66
AL-085,Alabama,Lowndes County,2007,-3.12
AL-085,Alabama,Lowndes County,2008,-1.21
AL-085,Alabama,Lowndes County,2009,1.2
AL-085,Alabama,Lowndes County,2010,-1.01
AL-085,Alabama,Lowndes County,2011,-2.81
AL-085,Alabama,Lowndes County,2012,-0.43
AL-085,Alabama,Lowndes County,2013,1.71
AL-085,Alabama,Lowndes County,2014,0.11
AL-085,Alabama,Lowndes County,2015,-1.09
AL-085,Alabama,Lowndes County,2016,-0.87
AL-085,Alabama,Lowndes County,2017,2.13
AL-085,Alabama,Lowndes County,2018,1.56
AL-085,Alabama,Lowndes County,2019,-0.64
AL-085,Alabama,Lowndes County,2020,1.95
AL-087,Alabama,Macon County,2000,-1.94
AL-087,Alabama,Macon County,2001,0.31
AL-087,Alabama,Macon County,2002,-1.47
AL-087,Alabama,Macon County,2003,2.19
AL-087,Alabama,Macon County,2004,0.03
AL-087,Alabama,Macon County,2005,1.08
AL-087,Alabama,Macon County,2006,-1.67
AL-087,Alabama,Macon County,2007,-2.79
AL-087,Alabama,Macon County,2008,-1.12
AL-087,Alabama,Macon County,2009,2.58
AL-087,Alabama,Macon County,2010,-0.82
AL-087,Alabama,Macon County,2011,-3.2
AL-087,Alabama,Macon County,2012,-2.34
AL-087,Alabama,Macon County,2013,1.73
AL-087,Alabama,Macon County,2014,0.85
AL-087,Alabama,Macon County,2015,0.16
AL-087,Alabama,Macon County,2016,-1.67
AL-087,Alabama,Macon County,2017,1.16
AL-087,Alabama,Macon County,2018,0.18
AL-087,Alabama,Macon County,2019,-0.65
AL-087,Alabama,Macon County,2020,2.05
AL-089,Alabama,Madison County,2000,-1.73
AL-089,Alabama,Madison County,2001,1.49
AL-089,Alabama,Madison County,2002,-0.2
AL-089,Alabama,Madison County,2003,1.0
AL-089,Alabama,Madison County,2004,1.02
AL-089,Alabama,Madison County,2005,-0.83
AL-089,Alabama,Madison County,2006,-2.17
AL-089,Alabama,Madison County,2007,-4.29
AL-089,Alabama,Madison County,2008,-3.53
AL-089,Alabama,Madison County,2009,1.68
AL-089,Alabama,Madison County,2010,-0.72
AL-089,Alabama,Madison County,2011,0.98
AL-089,Alabama,Madison County,2012,-0.06
AL-089,Alabama,Madison County,2013,2.24
AL-089,Alabama,Madison County,2014,1.68
AL-089,Alabama,Madison County,2015,1.54
AL-089,Alabama,Madison County,2016,-0.99
AL-089,Alabama,Madison County,2017,0.72
AL-089,Alabama,Madison County,2018,1.56
AL-089,Alabama,Madison County,2019,2.37
AL-089,Alabama,Madison County,2020,3.72
AL-091,Alabama,Marengo County,2000,-2.75
AL-091,Alabama,Marengo County,2001,0.84
AL-091,Alabama,Marengo County,2002,-0.4
AL-091,Alabama,Marengo County,2003,2.41
AL-091,Alabama,Marengo County,2004,0.38
AL-091,Alabama,Marengo County,2005,1.82
AL-091,Alabama,Marengo County,2006,-2.1
AL-091,Alabama,Marengo County,2007,-3.46
AL-091,Alabama,Marengo County,2008,-1.92
AL-091,Alabama,Marengo County,2009,0.82
AL-091,Alabama,Marengo County,2010,-0.54
AL-091,Alabama,Marengo County,2011,-2.31
AL-091,Alabama,Marengo County,2012,-1.02
AL-091,Alabama,Marengo County,2013,2.16
AL-091,Alabama,Marengo County,2014,0.44
AL-091,Alabama,Marengo County,2015,-1.1
AL-091,Alabama,Marengo County,2016,-0.94
AL-091,Alabama,Marengo County,2017,-0.96
AL-091,Alabama,Marengo County,2018,-1.86
AL-091,Alabama,Marengo County,2019,-1.24
AL-091,Alabama,Marengo County,2020,1.08
AL-093,Alabama,Marion County,2000,-2.48
AL-093,Alabama,Marion County,2001,1.87
AL-093,Alabama,Marion County,2002,2.26
AL-093,Alabama,Marion County,2003,3.46
AL-093,Alabama,Marion County,2004,2.62
AL-093,Alabama,Marion County,2005,1.91
AL-093,Alabama,Marion County,2006,-0.62
AL-093,Alabama,Marion County,2007,-2.48
AL-093,Alabama,Marion County,2008,-1.35
AL-093,Alabama,Marion County,2009,1.7
AL-093,Alabama,Marion County,2010,-0.58
AL-093,Alabama,Marion County,2011,-0.23
AL-093,Alabama,Marion County,2012,0.17
AL-093,Alabama,Marion County,2013,1.3
AL-093,Alabama,Marion County,2014,0.95
AL-093,Alabama,Marion County,2015,1.46
AL-093,Alabama,Marion County,2016,-1.14
AL-093,Alabama,Marion County,2017,-0.17
AL-093,Alabama,Marion County,2018,0.24
AL-093,Alabama,Marion County,2019,2.98
AL-093,Alabama,Marion County,2020,5.28
AL-095,Alabama,Marshall County,2000,-1.79
AL-095,Alabama,Marshall County,2001,1.55
AL-095,Alabama,Marshall County,2002,1.57
AL-095,Alabama,Marshall County,2003,1.41
AL-095,Alabama,Marshall County,2004,0.95
AL-095,Alabama,Marshall County,2005,-0.66
AL-095,Alabama,Marshall County,2006,-1.89
AL-095,Alabama,Marshall County,2007,-3.62
AL-095,Alabama,Marshall County,2008,-2.96
AL-095,Alabama,Marshall County,2009,1.9
AL-095,Alabama,Marshall County,2010,0.21
AL-095,Alabama,Marshall County,2011,1.22
AL-095,Alabama,Marshall County,2012,-0.06
AL-095,Alabama,Marshall County,2013,2.72
AL-095,Alabama,Marshall County,2014,1.97
AL-095,Alabama,Marshall County,2015,-0.25
AL-095,Alabama,Marshall County,2016,-2.07
AL-095,Alabama,Marshall County,2017,-0.36
AL-095,Alabama,Marshall County,2018,-0.04
AL-095,Alabama,Marshall County,2019,0.48
AL-095,Alabama,Marshall County,2020,3.54
AL-097,Alabama,Mobile County,2000,-4.21
AL-097,Alabama,Mobile County,2001,-2.28
AL-097,Alabama,Mobile County,2002,-0.79
AL-097,Alabama,Mobile County,2003,1.81
AL-097,Alabama,Mobile County,2004,0.3
AL-097,Alabama,Mobile County,2005,0.34
AL-097,Alabama,Mobile County,2006,-3.13
AL-097,Alabama,Mobile County,2007,-1.97
AL-097,Alabama,Mobile County,2008,-0.07
AL-097,Alabama,Mobile County,2009,0.51
AL-097,Alabama,Mobile County,2010,-0.14
AL-097,Alabama,Mobile County,2011,-3.08
AL-097,Alabama,Mobile County,2012,0.27
AL-097,Alabama,Mobile County,2013,1.52
AL-097,Alabama,Mobile County,2014,0.68
AL-097,Alabama,Mobile County,2015,-0.06
AL-097,Alabama,Mobile County,2016,0.06
AL-097,Alabama,Mobile County,2017,1.37
AL-097,Alabama,Mobile County,2018,-0.26
AL-097,Alabama,Mobile County,2019,-0.03
AL-097,Alabama,Mobile County,2020,-0.31
AL-099,Alabama,Monroe County,2000,-2.96
AL-099,Alabama,Monroe County,2001,0.93
AL-099,Alabama,Monroe County,2002,-0.6
AL-099,Alabama,Monroe County,2003,2.16
AL-099,Alabama,Monroe County,2004,0.04
AL-099,Alabama,Monroe County,2005,0.2
AL-099,Alabama,Monroe County,2006,-2.52
AL-099,Alabama,Monroe County,2007,-2.56
AL-099,Alabama,Monroe County,2008,-1.32
AL-099,Alabama,Monroe County,2009,0.44
AL-099,Alabama,Monroe County,2010,-1.25
AL-099,Alabama,Monroe County,2011,-3.68
AL-099,Alabama,Monroe County,2012,-0.49
AL-099,Alabama,Monroe County,2013,-0.06
AL-099,Alabama,Monroe County,2014,-0.66
AL-099,Alabama,Monroe County,2015,-1.07
AL-099,Alabama,Monroe County,2016,-0.86
AL-099,Alabama,Monroe County,2017,1.37
AL-099,Alabama,Monroe County,2018,-0.27
AL-099,Alabama,Monroe County,2019,-1.19
AL-099,Alabama,Monroe County,2020,0.15
AL-101,Alabama,Montgomery County,2000,-2.74
AL-101,Alabama,Montgomery County,2001,0.27
AL-101,Alabama,Montgomery County,2002,-2.29
AL-101,Alabama,Montgomery County,2003,0.91
AL-101,Alabama,Montgomery County,2004,-0.69
AL-101,Alabama,Montgomery County,2005,0.16
AL-101,Alabama,Montgomery County,2006,-1.87
AL-101,Alabama,Montgomery County,2007,-3.17
AL-101,Alabama,Montgomery County,2008,-1.12
AL-101,Alabama,Montgomery County,2009,1.76
AL-101,Alabama,Montgomery County,2010,-1.07
AL-101,Alabama,Montgomery County,2011,-3.14
AL-101,Alabama,Montgomery County,2012,-2.77
AL-101,Alabama,Montgomery County,2013,0.07
AL-101,Alabama,Montgomery County,2014,0.26
AL-101,Alabama,Montgomery County,2015,-0.11
AL-101,Alabama,Montgomery County,2016,-1.27
AL-101,Alabama,Montgomery County,2017,2.06
AL-101,Alabama,Montgomery County,2018,0.45
AL-101,Alabama,Montgomery County,2019,-0.6
AL-101,Alabama,Montgomery County,2020,1.38
AL-103,Alabama,Morgan County,2000,-2.2
AL-103,Alabama,Morgan County,2001,1.4
AL-103,Alabama,Morgan County,2002,0.25
AL-103,Alabama,Morgan County,2003,0.94
AL-103,Alabama,Morgan County,2004,0.7
AL-103,Alabama,Morgan County,2005,-0.43
AL-103,Alabama,Morgan County,2006,-1.87
AL-103,Alabama,Morgan County,2007,-4.36
AL-103,Alabama,Morgan County,2008,-3.63
AL-103,Alabama,Morgan County,2009,2.23
AL-103,Alabama,Morgan County,2010,-0.85
AL-103,Alabama,Morgan County,2011,-0.01
AL-103,Alabama,Morgan County,2012,-0.33
AL-103,Alabama,Morgan County,2013,1.31
AL-103,Alabama,Morgan County,2014,0.26
AL-103,Alabama,Morgan County,2015,0.2
AL-103,Alabama,Morgan County,2016,-1.74
AL-103,Alabama,Morgan County,2017,-0.28
AL-103,Alabama,Morgan County,2018,0.17
AL-103,Alabama,Morgan County,2019,0.48
AL-103,Alabama,Morgan County,2020,3.11
AL-105,Alabama,Perry County,2000,-1.94
AL-105,Alabama,Perry County,2001,0.85
AL-105,Alabama,Perry County,2002,-0.34
AL-105,Alabama,Perry County,2003,3.07
AL-105,Alabama,Perry County,2004,0.22
AL-105,Alabama,Perry County,2005,1.68
AL-105,Alabama,Perry County,2006,-2.1
AL-105,Alabama,Perry County,2007,-3.94
AL-105,Alabama,Perry County,2008,-3.0
AL-105,Alabama,Perry County,2009,0.9
AL-105,Alabama,Perry County,2010,-0.7
AL-105,Alabama,Perry County,2011,-2.2
AL-105,Alabama,Perry County,2012,-0.42
AL-105,Alabama,Perry County,2013,1.88
AL-105,Alabama,Perry County,2014,0.22
AL-105,Alabama,Perry County,2015,-1.11
AL-105,Alabama,Perry County,2016,-0.95
AL-105,Alabama,Perry County,2017,-0.78
AL-105,Alabama,Perry County,2018,-0.38
AL-105,Alabama,Perry County,2019,-0.61
AL-105,Alabama,Perry County,2020,0.03
AL-107,Alabama,Pickens County,2000,-2.62
AL-107,Alabama,Pickens County,2001,0.63
AL-107,Alabama,Pickens County,2002,-0.28
AL-107,Alabama,Pickens County,2003,2.84
AL-107,Alabama,Pickens County,2004,2.21
AL-107,Alabama,Pickens County,2005,1.48
AL-107,Alabama,Pickens County,2006,-1.11
AL-107,Alabama,Pickens County,2007,-3.4
AL-107,Alabama,Pickens County,2008,-1.43
AL-107,Alabama,Pickens County,2009,1.96
