ID,State,County,Year,Annual_Mean_Index
OH-053,Ohio,Gallia County,2012,-0.3
OH-053,Ohio,Gallia County,2013,0.95
OH-053,Ohio,Gallia County,2014,0.48
OH-053,Ohio,Gallia County,2015,1.13
OH-053,Ohio,Gallia County,2016,-0.61
OH-053,Ohio,Gallia County,2017,0.06
OH-053,Ohio,Gallia County,2018,2.28
OH-053,Ohio,Gallia County,2019,3.37
OH-053,Ohio,Gallia County,2020,3.22
OH-055,Ohio,Geauga County,2000,0.9
OH-055,Ohio,Geauga County,2001,-0.79
OH-055,Ohio,Geauga County,2002,-0.89
OH-055,Ohio,Geauga County,2003,1.59
OH-055,Ohio,Geauga County,2004,3.16
OH-055,Ohio,Geauga County,2005,1.6
OH-055,Ohio,Geauga County,2006,2.34
OH-055,Ohio,Geauga County,2007,3.11
OH-055,Ohio,Geauga County,2008,4.3
OH-055,Ohio,Geauga County,2009,3.44
OH-055,Ohio,Geauga County,2010,0.59
OH-055,Ohio,Geauga County,2011,4.46
OH-055,Ohio,Geauga County,2012,0.05
OH-055,Ohio,Geauga County,2013,2.65
OH-055,Ohio,Geauga County,2014,3.59
OH-055,Ohio,Geauga County,2015,1.06
OH-055,Ohio,Geauga County,2016,-0.24
OH-055,Ohio,Geauga County,2017,0.7
OH-055,Ohio,Geauga County,2018,1.97
OH-055,Ohio,Geauga County,2019,2.99
OH-055,Ohio,Geauga County,2020,2.25
OH-057,Ohio,Greene County,2000,0.97
OH-057,Ohio,Greene County,2001,0.86
OH-057,Ohio,Greene County,2002,2.46
OH-057,Ohio,Greene County,2003,3.15
OH-057,Ohio,Greene County,2004,2.98
OH-057,Ohio,Greene County,2005,-0.72
OH-057,Ohio,Greene County,2006,0.73
OH-057,Ohio,Greene County,2007,0.16
OH-057,Ohio,Greene County,2008,0.32
OH-057,Ohio,Greene County,2009,-0.49
OH-057,Ohio,Greene County,2010,-0.6
OH-057,Ohio,Greene County,2011,2.51
OH-057,Ohio,Greene County,2012,-1.31
OH-057,Ohio,Greene County,2013,0.74
OH-057,Ohio,Greene County,2014,2.15
OH-057,Ohio,Greene County,2015,2.11
OH-057,Ohio,Greene County,2016,0.26
OH-057,Ohio,Greene County,2017,1.39
OH-057,Ohio,Greene County,2018,3.09
OH-057,Ohio,Greene County,2019,1.58
OH-057,Ohio,Greene County,2020,-0.23
OH-059,Ohio,Guernsey County,2000,-1.53
OH-059,Ohio,Guernsey County,2001,-0.33
OH-059,Ohio,Guernsey County,2002,-0.1
OH-059,Ohio,Guernsey County,2003,1.49
OH-059,Ohio,Guernsey County,2004,4.79
OH-059,Ohio,Guernsey County,2005,-0.19
OH-059,Ohio,Guernsey County,2006,0.49
OH-059,Ohio,Guernsey County,2007,-0.03
OH-059,Ohio,Guernsey County,2008,0.27
OH-059,Ohio,Guernsey County,2009,-2.15
OH-059,Ohio,Guernsey County,2010,-2.67
OH-059,Ohio,Guernsey County,2011,2.3
OH-059,Ohio,Guernsey County,2012,-0.21
OH-059,Ohio,Guernsey County,2013,-0.12
OH-059,Ohio,Guernsey County,2014,0.45
OH-059,Ohio,Guernsey County,2015,-0.28
OH-059,Ohio,Guernsey County,2016,-1.87
OH-059,Ohio,Guernsey County,2017,0.47
OH-059,Ohio,Guernsey County,2018,3.1
OH-059,Ohio,Guernsey County,2019,4.24
OH-059,Ohio,Guernsey County,2020,1.79
OH-061,Ohio,Hamilton County,2000,0.41
OH-061,Ohio,Hamilton County,2001,0.96
OH-061,Ohio,Hamilton County,2002,1.32
OH-061,Ohio,Hamilton County,2003,2.12
OH-061,Ohio,Hamilton County,2004,2.53
OH-061,Ohio,Hamilton County,2005,-0.46
OH-061,Ohio,Hamilton County,2006,0.51
OH-061,Ohio,Hamilton County,2007,-0.55
OH-061,Ohio,Hamilton County,2008,0.44
OH-061,Ohio,Hamilton County,2009,-0.28
OH-061,Ohio,Hamilton County,2010,-1.03
OH-061,Ohio,Hamilton County,2011,2.96
OH-061,Ohio,Hamilton County,2012,-0.28
OH-061,Ohio,Hamilton County,2013,0.66
OH-061,Ohio,Hamilton County,2014,1.69
OH-061,Ohio,Hamilton County,2015,1.3
OH-061,Ohio,Hamilton County,2016,1.25
OH-061,Ohio,Hamilton County,2017,1.32
OH-061,Ohio,Hamilton County,2018,3.01
OH-061,Ohio,Hamilton County,2019,4.51
OH-061,Ohio,Hamilton County,2020,2.42
OH-063,Ohio,Hancock County,2000,-1.93
OH-063,Ohio,Hancock County,2001,-0.49
OH-063,Ohio,Hancock County,2002,-0.62
OH-063,Ohio,Hancock County,2003,0.92
OH-063,Ohio,Hancock County,2004,2.09
OH-063,Ohio,Hancock County,2005,0.43
OH-063,Ohio,Hancock County,2006,1.15
OH-063,Ohio,Hancock County,2007,0.85
OH-063,Ohio,Hancock County,2008,3.43
OH-063,Ohio,Hancock County,2009,0.4
OH-063,Ohio,Hancock County,2010,-1.93
OH-063,Ohio,Hancock County,2011,1.74
OH-063,Ohio,Hancock County,2012,0.28
OH-063,Ohio,Hancock County,2013,1.76
OH-063,Ohio,Hancock County,2014,0.2
OH-063,Ohio,Hancock County,2015,-0.03
OH-063,Ohio,Hancock County,2016,-0.98
OH-063,Ohio,Hancock County,2017,0.43
OH-063,Ohio,Hancock County,2018,1.81
OH-063,Ohio,Hancock County,2019,2.76
OH-063,Ohio,Hancock County,2020,-0.23
OH-065,Ohio,Hardin County,2000,-0.49
OH-065,Ohio,Hardin County,2001,0.13
OH-065,Ohio,Hardin County,2002,-0.74
OH-065,Ohio,Hardin County,2003,1.46
OH-065,Ohio,Hardin County,2004,3.43
OH-065,Ohio,Hardin County,2005,0.61
OH-065,Ohio,Hardin County,2006,1.53
OH-065,Ohio,Hardin County,2007,2.89
OH-065,Ohio,Hardin County,2008,1.83
OH-065,Ohio,Hardin County,2009,-0.82
OH-065,Ohio,Hardin County,2010,-0.52
OH-065,Ohio,Hardin County,2011,2.75
OH-065,Ohio,Hardin County,2012,0.0
OH-065,Ohio,Hardin County,2013,2.18
OH-065,Ohio,Hardin County,2014,1.29
OH-065,Ohio,Hardin County,2015,0.04
OH-065,Ohio,Hardin County,2016,-1.12
OH-065,Ohio,Hardin County,2017,0.26
OH-065,Ohio,Hardin County,2018,2.2
OH-065,Ohio,Hardin County,2019,3.12
OH-065,Ohio,Hardin County,2020,0.58
OH-067,Ohio,Harrison County,2000,-2.47
OH-067,Ohio,Harrison County,2001,-2.08
OH-067,Ohio,Harrison County,2002,-2.15
OH-067,Ohio,Harrison County,2003,0.83
OH-067,Ohio,Harrison County,2004,4.59
OH-067,Ohio,Harrison County,2005,1.8
OH-067,Ohio,Harrison County,2006,0.69
OH-067,Ohio,Harrison County,2007,1.79
OH-067,Ohio,Harrison County,2008,0.27
OH-067,Ohio,Harrison County,2009,-0.31
OH-067,Ohio,Harrison County,2010,-1.09
OH-067,Ohio,Harrison County,2011,2.43
OH-067,Ohio,Harrison County,2012,-0.55
OH-067,Ohio,Harrison County,2013,-0.16
OH-067,Ohio,Harrison County,2014,0.3
OH-067,Ohio,Harrison County,2015,-0.1
OH-067,Ohio,Harrison County,2016,-0.75
OH-067,Ohio,Harrison County,2017,0.97
OH-067,Ohio,Harrison County,2018,3.83
OH-067,Ohio,Harrison County,2019,4.78
OH-067,Ohio,Harrison County,2020,1.09
OH-069,Ohio,Henry County,2000,0.14
OH-069,Ohio,Henry County,2001,0.44
OH-069,Ohio,Henry County,2002,-0.3
OH-069,Ohio,Henry County,2003,0.81
OH-069,Ohio,Henry County,2004,0.88
OH-069,Ohio,Henry County,2005,-0.33
OH-069,Ohio,Henry County,2006,1.56
OH-069,Ohio,Henry County,2007,3.1
OH-069,Ohio,Henry County,2008,3.87
OH-069,Ohio,Henry County,2009,0.86
OH-069,Ohio,Henry County,2010,-0.7
OH-069,Ohio,Henry County,2011,2.2
OH-069,Ohio,Henry County,2012,-1.6
OH-069,Ohio,Henry County,2013,0.15
OH-069,Ohio,Henry County,2014,0.37
OH-069,Ohio,Henry County,2015,0.5
OH-069,Ohio,Henry County,2016,0.14
OH-069,Ohio,Henry County,2017,1.72
OH-069,Ohio,Henry County,2018,2.2
OH-069,Ohio,Henry County,2019,3.76
OH-069,Ohio,Henry County,2020,0.02
OH-071,Ohio,Highland County,2000,-2.65
OH-071,Ohio,Highland County,2001,-0.06
OH-071,Ohio,Highland County,2002,-0.01
OH-071,Ohio,Highland County,2003,0.96
OH-071,Ohio,Highland County,2004,1.58
OH-071,Ohio,Highland County,2005,-0.82
OH-071,Ohio,Highland County,2006,-0.7
OH-071,Ohio,Highland County,2007,-0.77
OH-071,Ohio,Highland County,2008,0.82
OH-071,Ohio,Highland County,2009,-0.86
OH-071,Ohio,Highland County,2010,-0.88
OH-071,Ohio,Highland County,2011,2.29
OH-071,Ohio,Highland County,2012,-0.86
OH-071,Ohio,Highland County,2013,0.61
OH-071,Ohio,Highland County,2014,0.84
OH-071,Ohio,Highland County,2015,0.98
OH-071,Ohio,Highland County,2016,0.55
OH-071,Ohio,Highland County,2017,1.2
OH-071,Ohio,Highland County,2018,2.88
OH-071,Ohio,Highland County,2019,4.58
OH-071,Ohio,Highland County,2020,2.76
OH-073,Ohio,Hocking County,2000,0.43
OH-073,Ohio,Hocking County,2001,0.05
OH-073,Ohio,Hocking County,2002,0.4
OH-073,Ohio,Hocking County,2003,1.82
OH-073,Ohio,Hocking County,2004,3.79
OH-073,Ohio,Hocking County,2005,-0.6
OH-073,Ohio,Hocking County,2006,0.12
OH-073,Ohio,Hocking County,2007,-0.5
OH-073,Ohio,Hocking County,2008,0.6
OH-073,Ohio,Hocking County,2009,-0.42
OH-073,Ohio,Hocking County,2010,-0.29
OH-073,Ohio,Hocking County,2011,2.88
OH-073,Ohio,Hocking County,2012,-0.37
OH-073,Ohio,Hocking County,2013,0.57
OH-073,Ohio,Hocking County,2014,0.51
OH-073,Ohio,Hocking County,2015,0.09
OH-073,Ohio,Hocking County,2016,-0.82
OH-073,Ohio,Hocking County,2017,1.31
OH-073,Ohio,Hocking County,2018,3.46
OH-073,Ohio,Hocking County,2019,4.42
OH-073,Ohio,Hocking County,2020,0.76
OH-075,Ohio,Holmes County,2000,0.29
OH-075,Ohio,Holmes County,2001,-0.86
OH-075,Ohio,Holmes County,2002,-0.45
OH-075,Ohio,Holmes County,2003,1.34
OH-075,Ohio,Holmes County,2004,4.14
OH-075,Ohio,Holmes County,2005,3.49
OH-075,Ohio,Holmes County,2006,1.24
OH-075,Ohio,Holmes County,2007,2.33
OH-075,Ohio,Holmes County,2008,0.35
OH-075,Ohio,Holmes County,2009,-0.56
OH-075,Ohio,Holmes County,2010,-0.49
OH-075,Ohio,Holmes County,2011,2.43
OH-075,Ohio,Holmes County,2012,-0.33
OH-075,Ohio,Holmes County,2013,0.73
OH-075,Ohio,Holmes County,2014,2.28
OH-075,Ohio,Holmes County,2015,0.38
OH-075,Ohio,Holmes County,2016,-1.54
OH-075,Ohio,Holmes County,2017,1.23
OH-075,Ohio,Holmes County,2018,3.17
OH-075,Ohio,Holmes County,2019,4.62
OH-075,Ohio,Holmes County,2020,1.11
OH-077,Ohio,Huron County,2000,0.94
OH-077,Ohio,Huron County,2001,-0.57
OH-077,Ohio,Huron County,2002,-0.05
OH-077,Ohio,Huron County,2003,1.2
OH-077,Ohio,Huron County,2004,3.23
OH-077,Ohio,Huron County,2005,1.54
OH-077,Ohio,Huron County,2006,1.37
OH-077,Ohio,Huron County,2007,2.82
OH-077,Ohio,Huron County,2008,3.81
OH-077,Ohio,Huron County,2009,0.52
OH-077,Ohio,Huron County,2010,-0.83
OH-077,Ohio,Huron County,2011,3.32
OH-077,Ohio,Huron County,2012,0.88
OH-077,Ohio,Huron County,2013,3.0
OH-077,Ohio,Huron County,2014,3.18
OH-077,Ohio,Huron County,2015,2.09
OH-077,Ohio,Huron County,2016,-0.42
OH-077,Ohio,Huron County,2017,0.86
OH-077,Ohio,Huron County,2018,2.29
OH-077,Ohio,Huron County,2019,2.98
OH-077,Ohio,Huron County,2020,1.02
OH-079,Ohio,Jackson County,2000,-0.22
OH-079,Ohio,Jackson County,2001,-0.45
OH-079,Ohio,Jackson County,2002,0.49
OH-079,Ohio,Jackson County,2003,1.9
OH-079,Ohio,Jackson County,2004,3.26
OH-079,Ohio,Jackson County,2005,-1.09
OH-079,Ohio,Jackson County,2006,-1.02
OH-079,Ohio,Jackson County,2007,-1.08
OH-079,Ohio,Jackson County,2008,0.46
OH-079,Ohio,Jackson County,2009,0.15
OH-079,Ohio,Jackson County,2010,-0.24
OH-079,Ohio,Jackson County,2011,2.65
OH-079,Ohio,Jackson County,2012,-1.37
OH-079,Ohio,Jackson County,2013,0.34
OH-079,Ohio,Jackson County,2014,-0.07
OH-079,Ohio,Jackson County,2015,1.14
OH-079,Ohio,Jackson County,2016,-0.65
OH-079,Ohio,Jackson County,2017,0.67
OH-079,Ohio,Jackson County,2018,2.98
OH-079,Ohio,Jackson County,2019,4.13
OH-079,Ohio,Jackson County,2020,3.36
OH-081,Ohio,Jefferson County,2000,-0.25
OH-081,Ohio,Jefferson County,2001,-0.9
OH-081,Ohio,Jefferson County,2002,-0.98
OH-081,Ohio,Jefferson County,2003,1.15
OH-081,Ohio,Jefferson County,2004,4.93
OH-081,Ohio,Jefferson County,2005,1.46
OH-081,Ohio,Jefferson County,2006,0.39
OH-081,Ohio,Jefferson County,2007,0.52
OH-081,Ohio,Jefferson County,2008,0.3
OH-081,Ohio,Jefferson County,2009,-1.56
OH-081,Ohio,Jefferson County,2010,-1.54
OH-081,Ohio,Jefferson County,2011,2.37
OH-081,Ohio,Jefferson County,2012,-0.43
OH-081,Ohio,Jefferson County,2013,0.48
OH-081,Ohio,Jefferson County,2014,0.79
OH-081,Ohio,Jefferson County,2015,0.96
OH-081,Ohio,Jefferson County,2016,-0.28
OH-081,Ohio,Jefferson County,2017,1.1
OH-081,Ohio,Jefferson County,2018,4.46
OH-081,Ohio,Jefferson County,2019,5.46
OH-081,Ohio,Jefferson County,2020,0.9
OH-083,Ohio,Knox County,2000,0.83
OH-083,Ohio,Knox County,2001,-0.86
OH-083,Ohio,Knox County,2002,-0.84
OH-083,Ohio,Knox County,2003,0.86
OH-083,Ohio,Knox County,2004,3.54
OH-083,Ohio,Knox County,2005,0.48
OH-083,Ohio,Knox County,2006,1.02
OH-083,Ohio,Knox County,2007,0.66
OH-083,Ohio,Knox County,2008,0.24
OH-083,Ohio,Knox County,2009,-0.95
OH-083,Ohio,Knox County,2010,-0.78
OH-083,Ohio,Knox County,2011,1.72
OH-083,Ohio,Knox County,2012,-0.14
OH-083,Ohio,Knox County,2013,0.94
OH-083,Ohio,Knox County,2014,2.43
OH-083,Ohio,Knox County,2015,0.56
OH-083,Ohio,Knox County,2016,-0.86
OH-083,Ohio,Knox County,2017,1.14
OH-083,Ohio,Knox County,2018,3.16
OH-083,Ohio,Knox County,2019,3.77
OH-083,Ohio,Knox County,2020,2.33
OH-085,Ohio,Lake County,2000,0.91
OH-085,Ohio,Lake County,2001,-0.65
OH-085,Ohio,Lake County,2002,-0.99
OH-085,Ohio,Lake County,2003,0.89
OH-085,Ohio,Lake County,2004,2.22
OH-085,Ohio,Lake County,2005,0.26
OH-085,Ohio,Lake County,2006,2.62
OH-085,Ohio,Lake County,2007,3.47
OH-085,Ohio,Lake County,2008,4.88
OH-085,Ohio,Lake County,2009,3.92
OH-085,Ohio,Lake County,2010,-0.34
OH-085,Ohio,Lake County,2011,4.39
OH-085,Ohio,Lake County,2012,0.46
OH-085,Ohio,Lake County,2013,3.79
OH-085,Ohio,Lake County,2014,4.44
OH-085,Ohio,Lake County,2015,1.07
OH-085,Ohio,Lake County,2016,-1.07
OH-085,Ohio,Lake County,2017,0.47
OH-085,Ohio,Lake County,2018,1.22
OH-085,Ohio,Lake County,2019,1.22
OH-085,Ohio,Lake County,2020,-0.1
OH-087,Ohio,Lawrence County,2000,-0.04
OH-087,Ohio,Lawrence County,2001,-1.6
OH-087,Ohio,Lawrence County,2002,0.12
OH-087,Ohio,Lawrence County,2003,2.83
OH-087,Ohio,Lawrence County,2004,3.7
OH-087,Ohio,Lawrence County,2005,-1.02
OH-087,Ohio,Lawrence County,2006,-0.52
OH-087,Ohio,Lawrence County,2007,-1.79
OH-087,Ohio,Lawrence County,2008,-0.17
OH-087,Ohio,Lawrence County,2009,0.58
OH-087,Ohio,Lawrence County,2010,0.24
OH-087,Ohio,Lawrence County,2011,2.7
OH-087,Ohio,Lawrence County,2012,-0.5
OH-087,Ohio,Lawrence County,2013,0.62
OH-087,Ohio,Lawrence County,2014,0.28
OH-087,Ohio,Lawrence County,2015,0.03
OH-087,Ohio,Lawrence County,2016,-1.29
OH-087,Ohio,Lawrence County,2017,0.26
OH-087,Ohio,Lawrence County,2018,2.43
OH-087,Ohio,Lawrence County,2019,3.01
OH-087,Ohio,Lawrence County,2020,2.8
OH-089,Ohio,Licking County,2000,0.22
OH-089,Ohio,Licking County,2001,-0.45
OH-089,Ohio,Licking County,2002,-0.32
OH-089,Ohio,Licking County,2003,1.28
OH-089,Ohio,Licking County,2004,3.53
OH-089,Ohio,Licking County,2005,0.54
OH-089,Ohio,Licking County,2006,0.74
OH-089,Ohio,Licking County,2007,-0.27
OH-089,Ohio,Licking County,2008,0.24
OH-089,Ohio,Licking County,2009,-0.92
OH-089,Ohio,Licking County,2010,-1.07
OH-089,Ohio,Licking County,2011,1.73
OH-089,Ohio,Licking County,2012,-0.16
OH-089,Ohio,Licking County,2013,0.81
OH-089,Ohio,Licking County,2014,2.61
OH-089,Ohio,Licking County,2015,1.05
OH-089,Ohio,Licking County,2016,-0.48
OH-089,Ohio,Licking County,2017,0.96
OH-089,Ohio,Licking County,2018,3.52
OH-089,Ohio,Licking County,2019,4.43
OH-089,Ohio,Licking County,2020,1.31
OH-091,Ohio,Logan County,2000,0.38
OH-091,Ohio,Logan County,2001,1.12
OH-091,Ohio,Logan County,2002,0.19
OH-091,Ohio,Logan County,2003,2.53
OH-091,Ohio,Logan County,2004,3.88
OH-091,Ohio,Logan County,2005,3.7
OH-091,Ohio,Logan County,2006,2.8
OH-091,Ohio,Logan County,2007,2.98
OH-091,Ohio,Logan County,2008,1.3
OH-091,Ohio,Logan County,2009,-0.33
OH-091,Ohio,Logan County,2010,-0.38
OH-091,Ohio,Logan County,2011,3.32
OH-091,Ohio,Logan County,2012,2.87
OH-091,Ohio,Logan County,2013,3.02
OH-091,Ohio,Logan County,2014,3.37
OH-091,Ohio,Logan County,2015,2.42
OH-091,Ohio,Logan County,2016,0.44
OH-091,Ohio,Logan County,2017,1.65
OH-091,Ohio,Logan County,2018,3.21
OH-091,Ohio,Logan County,2019,4.12
OH-091,Ohio,Logan County,2020,2.68
OH-093,Ohio,Lorain County,2000,0.54
OH-093,Ohio,Lorain County,2001,-0.5
OH-093,Ohio,Lorain County,2002,0.16
OH-093,Ohio,Lorain County,2003,1.35
OH-093,Ohio,Lorain County,2004,3.97
OH-093,Ohio,Lorain County,2005,3.7
OH-093,Ohio,Lorain County,2006,2.41
OH-093,Ohio,Lorain County,2007,3.05
OH-093,Ohio,Lorain County,2008,4.12
OH-093,Ohio,Lorain County,2009,2.49
OH-093,Ohio,Lorain County,2010,-0.18
OH-093,Ohio,Lorain County,2011,4.17
OH-093,Ohio,Lorain County,2012,4.2
OH-093,Ohio,Lorain County,2013,4.01
OH-093,Ohio,Lorain County,2014,4.13
OH-093,Ohio,Lorain County,2015,3.04
OH-093,Ohio,Lorain County,2016,-0.04
OH-093,Ohio,Lorain County,2017,1.6
OH-093,Ohio,Lorain County,2018,3.87
OH-093,Ohio,Lorain County,2019,4.21
OH-093,Ohio,Lorain County,2020,2.73
OH-095,Ohio,Lucas County,2000,-0.09
OH-095,Ohio,Lucas County,2001,0.26
OH-095,Ohio,Lucas County,2002,-0.19
OH-095,Ohio,Lucas County,2003,0.32
OH-095,Ohio,Lucas County,2004,0.22
OH-095,Ohio,Lucas County,2005,-1.56
OH-095,Ohio,Lucas County,2006,1.24
OH-095,Ohio,Lucas County,2007,3.2
OH-095,Ohio,Lucas County,2008,3.77
OH-095,Ohio,Lucas County,2009,1.15
OH-095,Ohio,Lucas County,2010,-0.23
OH-095,Ohio,Lucas County,2011,2.35
OH-095,Ohio,Lucas County,2012,-0.26
OH-095,Ohio,Lucas County,2013,0.56
OH-095,Ohio,Lucas County,2014,0.02
OH-095,Ohio,Lucas County,2015,1.15
OH-095,Ohio,Lucas County,2016,-0.27
OH-095,Ohio,Lucas County,2017,0.73
OH-095,Ohio,Lucas County,2018,0.48
OH-095,Ohio,Lucas County,2019,1.38
OH-095,Ohio,Lucas County,2020,-0.75
OH-097,Ohio,Madison County,2000,0.81
OH-097,Ohio,Madison County,2001,0.78
OH-097,Ohio,Madison County,2002,1.35
OH-097,Ohio,Madison County,2003,1.67
OH-097,Ohio,Madison County,2004,3.19
OH-097,Ohio,Madison County,2005,-0.22
OH-097,Ohio,Madison County,2006,0.88
OH-097,Ohio,Madison County,2007,0.19
OH-097,Ohio,Madison County,2008,0.03
OH-097,Ohio,Madison County,2009,-0.51
OH-097,Ohio,Madison County,2010,-0.45
OH-097,Ohio,Madison County,2011,2.66
OH-097,Ohio,Madison County,2012,-0.42
OH-097,Ohio,Madison County,2013,0.49
OH-097,Ohio,Madison County,2014,1.07
OH-097,Ohio,Madison County,2015,0.71
OH-097,Ohio,Madison County,2016,-0.09
OH-097,Ohio,Madison County,2017,1.88
OH-097,Ohio,Madison County,2018,3.72
OH-097,Ohio,Madison County,2019,1.46
OH-097,Ohio,Madison County,2020,-0.27
OH-099,Ohio,Mahoning County,2000,0.49
OH-099,Ohio,Mahoning County,2001,-1.32
OH-099,Ohio,Mahoning County,2002,-0.84
OH-099,Ohio,Mahoning County,2003,2.16
OH-099,Ohio,Mahoning County,2004,4.66
OH-099,Ohio,Mahoning County,2005,0.99
OH-099,Ohio,Mahoning County,2006,1.0
OH-099,Ohio,Mahoning County,2007,-0.24
OH-099,Ohio,Mahoning County,2008,2.11
OH-099,Ohio,Mahoning County,2009,0.34
OH-099,Ohio,Mahoning County,2010,-0.12
OH-099,Ohio,Mahoning County,2011,2.88
OH-099,Ohio,Mahoning County,2012,0.37
OH-099,Ohio,Mahoning County,2013,0.92
OH-099,Ohio,Mahoning County,2014,2.21
OH-099,Ohio,Mahoning County,2015,0.6
OH-099,Ohio,Mahoning County,2016,-0.44
OH-099,Ohio,Mahoning County,2017,0.49
OH-099,Ohio,Mahoning County,2018,2.36
OH-099,Ohio,Mahoning County,2019,3.7
OH-099,Ohio,Mahoning County,2020,3.02
OH-101,Ohio,Marion County,2000,-0.34
OH-101,Ohio,Marion County,2001,0.08
OH-101,Ohio,Marion County,2002,-0.34
OH-101,Ohio,Marion County,2003,1.42
OH-101,Ohio,Marion County,2004,3.39
OH-101,Ohio,Marion County,2005,0.55
OH-101,Ohio,Marion County,2006,1.44
OH-101,Ohio,Marion County,2007,2.53
OH-101,Ohio,Marion County,2008,0.93
OH-101,Ohio,Marion County,2009,-0.16
OH-101,Ohio,Marion County,2010,-0.69
OH-101,Ohio,Marion County,2011,2.65
OH-101,Ohio,Marion County,2012,0.11
OH-101,Ohio,Marion County,2013,2.65
OH-101,Ohio,Marion County,2014,-0.32
OH-101,Ohio,Marion County,2015,-0.4
OH-101,Ohio,Marion County,2016,-1.22
OH-101,Ohio,Marion County,2017,0.81
OH-101,Ohio,Marion County,2018,1.62
OH-101,Ohio,Marion County,2019,1.56
OH-101,Ohio,Marion County,2020,-0.15
OH-103,Ohio,Medina County,2000,0.42
OH-103,Ohio,Medina County,2001,-0.88
OH-103,Ohio,Medina County,2002,-0.66
OH-103,Ohio,Medina County,2003,1.49
OH-103,Ohio,Medina County,2004,4.04
OH-103,Ohio,Medina County,2005,0.58
OH-103,Ohio,Medina County,2006,1.21
OH-103,Ohio,Medina County,2007,0.52
OH-103,Ohio,Medina County,2008,3.13
OH-103,Ohio,Medina County,2009,1.89
OH-103,Ohio,Medina County,2010,-1.02
OH-103,Ohio,Medina County,2011,3.72
OH-103,Ohio,Medina County,2012,3.44
OH-103,Ohio,Medina County,2013,3.04
OH-103,Ohio,Medina County,2014,3.09
OH-103,Ohio,Medina County,2015,0.69
OH-103,Ohio,Medina County,2016,-1.57
OH-103,Ohio,Medina County,2017,0.61
OH-103,Ohio,Medina County,2018,2.28
OH-103,Ohio,Medina County,2019,2.86
OH-103,Ohio,Medina County,2020,1.52
OH-105,Ohio,Meigs County,2000,-0.04
OH-105,Ohio,Meigs County,2001,-0.73
OH-105,Ohio,Meigs County,2002,0.98
OH-105,Ohio,Meigs County,2003,2.12
OH-105,Ohio,Meigs County,2004,3.82
OH-105,Ohio,Meigs County,2005,0.17
OH-105,Ohio,Meigs County,2006,-0.59
OH-105,Ohio,Meigs County,2007,-1.46
OH-105,Ohio,Meigs County,2008,1.12
OH-105,Ohio,Meigs County,2009,0.39
OH-105,Ohio,Meigs County,2010,0.94
OH-105,Ohio,Meigs County,2011,3.69
OH-105,Ohio,Meigs County,2012,2.46
OH-105,Ohio,Meigs County,2013,1.28
OH-105,Ohio,Meigs County,2014,0.57
OH-105,Ohio,Meigs County,2015,1.86
OH-105,Ohio,Meigs County,2016,0.79
OH-105,Ohio,Meigs County,2017,0.75
OH-105,Ohio,Meigs County,2018,3.32
OH-105,Ohio,Meigs County,2019,4.69
OH-105,Ohio,Meigs County,2020,4.13
OH-107,Ohio,Mercer County,2000,-1.16
OH-107,Ohio,Mercer County,2001,0.58
OH-107,Ohio,Mercer County,2002,-0.36
OH-107,Ohio,Mercer County,2003,2.45
OH-107,Ohio,Mercer County,2004,3.34
OH-107,Ohio,Mercer County,2005,-0.04
OH-107,Ohio,Mercer County,2006,1.1
OH-107,Ohio,Mercer County,2007,1.1
OH-107,Ohio,Mercer County,2008,0.62
OH-107,Ohio,Mercer County,2009,-1.27
OH-107,Ohio,Mercer County,2010,-0.65
OH-107,Ohio,Mercer County,2011,2.31
OH-107,Ohio,Mercer County,2012,-0.02
OH-107,Ohio,Mercer County,2013,0.36
OH-107,Ohio,Mercer County,2014,1.29
OH-107,Ohio,Mercer County,2015,1.43
OH-107,Ohio,Mercer County,2016,-0.89
OH-107,Ohio,Mercer County,2017,1.56
OH-107,Ohio,Mercer County,2018,2.07
OH-107,Ohio,Mercer County,2019,3.59
OH-107,Ohio,Mercer County,2020,1.08
OH-109,Ohio,Miami County,2000,-0.2
OH-109,Ohio,Miami County,2001,1.31
OH-109,Ohio,Miami County,2002,0.79
OH-109,Ohio,Miami County,2003,1.98
OH-109,Ohio,Miami County,2004,2.8
OH-109,Ohio,Miami County,2005,0.35
OH-109,Ohio,Miami County,2006,1.19
OH-109,Ohio,Miami County,2007,0.3
OH-109,Ohio,Miami County,2008,1.04
OH-109,Ohio,Miami County,2009,0.57
OH-109,Ohio,Miami County,2010,-0.59
OH-109,Ohio,Miami County,2011,2.57
OH-109,Ohio,Miami County,2012,-0.47
OH-109,Ohio,Miami County,2013,0.63
OH-109,Ohio,Miami County,2014,1.16
OH-109,Ohio,Miami County,2015,0.66
OH-109,Ohio,Miami County,2016,-0.02
OH-109,Ohio,Miami County,2017,1.35
OH-109,Ohio,Miami County,2018,3.43
OH-109,Ohio,Miami County,2019,2.09
OH-109,Ohio,Miami County,2020,0.09
OH-111,Ohio,Monroe County,2000,-0.01
OH-111,Ohio,Monroe County,2001,-0.37
OH-111,Ohio,Monroe County,2002,-0.16
OH-111,Ohio,Monroe County,2003,1.95
OH-111,Ohio,Monroe County,2004,4.3
OH-111,Ohio,Monroe County,2005,-0.44
OH-111,Ohio,Monroe County,2006,-0.73
OH-111,Ohio,Monroe County,2007,-0.61
OH-111,Ohio,Monroe County,2008,0.8
