FIPS_CODE,FIRE_YEAR,FIRE_FREQUENCY,TOTAL_FIRE_SIZE,STATE
29225,2011,7,131.0,MO
29225,2013,7,11.0,MO
29225,2014,9,15.0,MO
29225,2015,1,1.0,MO
29225,2016,24,159.0,MO
29225,2018,17,239.17700000000002,MO
29225,2019,4,7.16,MO
29225,2020,6,1.5,MO
29227,2002,21,1372.0,MO
29227,2011,4,926.0,MO
29227,2013,17,505.0,MO
29227,2014,12,738.0,MO
29227,2016,5,32.0,MO
29229,2000,42,506.0,MO
29229,2001,23,105.0,MO
29229,2002,20,83.0,MO
29229,2005,3,372.0,MO
29229,2007,3,58.0,MO
29229,2008,2,8.5,MO
29229,2011,24,211.5,MO
29229,2012,1,23.0,MO
29229,2014,7,219.88,MO
29229,2015,11,47.25,MO
29229,2016,9,32.12,MO
29229,2017,1,8.32,MO
29229,2019,4,17.680000000000003,MO
29229,2020,5,70.613,MO
30001,2000,7,3118.72,MT
30001,2001,1,6.0,MT
30001,2002,4,1.05,MT
30001,2003,5,4515.31,MT
30001,2004,18,7.55,MT
30001,2005,20,670.8000000000001,MT
30001,2006,25,15486.36,MT
30001,2007,39,41634.33,MT
30001,2008,22,53.96,MT
30001,2009,12,2121.96,MT
30001,2010,13,1.7000000000000002,MT
30001,2011,3,11.91,MT
30001,2012,35,438.82,MT
30001,2013,35,3751.96,MT
30001,2014,13,89.75999999999999,MT
30001,2015,23,8405.01,MT
30001,2016,19,230.75,MT
30001,2017,19,3031.3500000000004,MT
30001,2018,33,12219.869999999999,MT
30001,2019,27,747.8,MT
30001,2020,45,20239.25,MT
30003,2000,7,1145.3,MT
30003,2001,1,10.0,MT
30003,2002,2,50.0,MT
30003,2003,1,1650.0,MT
30003,2004,2,14.3,MT
30003,2005,2,841.5,MT
30003,2006,3,123687.1,MT
30003,2007,6,8966.1,MT
30003,2009,5,68.8,MT
30003,2010,2,582.0,MT
30003,2012,6,12759.8,MT
30003,2013,2,201.3,MT
30003,2015,4,5240.2,MT
30003,2016,3,2765.6,MT
30003,2017,59,17115.23,MT
30003,2018,2,193.29999999999998,MT
30003,2019,3,150.1,MT
30003,2020,262,56818.42,MT
30005,2000,5,12.3,MT
30005,2001,1,1.0,MT
30005,2002,1,0.3,MT
30005,2003,4,312.2,MT
30005,2004,6,1072.4,MT
30005,2005,8,132.3,MT
30005,2006,5,8234.0,MT
30005,2007,4,9.6,MT
30005,2008,6,3196.0,MT
30005,2009,5,12.4,MT
30005,2010,7,82.6,MT
30005,2011,5,2.6,MT
30005,2012,9,7950.1,MT
30005,2013,3,60.5,MT
30005,2014,4,3675.5,MT
30005,2015,1,0.3,MT
30005,2016,2,13.0,MT
30005,2017,9,22.669999999999998,MT
30005,2018,10,66.1,MT
30005,2019,10,57.7,MT
30005,2020,14,668.4,MT
30007,2000,9,82710.2,MT
30007,2001,3,22.3,MT
30007,2003,2,5.1,MT
30007,2006,1,0.1,MT
30007,2007,2,0.35,MT
30007,2008,2,833.0,MT
30007,2009,2,7.1,MT
30007,2010,1,0.1,MT
30007,2011,1,99.0,MT
30007,2012,4,498.4,MT
30007,2013,5,476.35,MT
30007,2014,1,0.1,MT
30007,2015,4,10376.0,MT
30007,2017,22,52.300000000000004,MT
30007,2018,18,470.60999999999996,MT
30007,2019,20,13.7,MT
30007,2020,34,1180.53,MT
30009,2000,5,8.1,MT
30009,2001,5,10.0,MT
30009,2002,7,5510.4,MT
30009,2003,6,3745.9999900000003,MT
30009,2004,4,0.4,MT
30009,2005,11,10.0,MT
30009,2006,18,2682.21,MT
30009,2007,14,757.85,MT
30009,2008,10,10497.4,MT
30009,2009,10,888.45,MT
30009,2010,8,288.75,MT
30009,2011,7,215.10000000000002,MT
30009,2012,11,2557.6,MT
30009,2013,10,968.05,MT
30009,2014,3,0.30000000000000004,MT
30009,2015,7,415.1,MT
30009,2016,13,195.85,MT
30009,2017,55,1679.4,MT
30009,2018,21,132.7,MT
30009,2019,18,46.4,MT
30009,2020,22,101.76,MT
30011,2000,12,14481.8,MT
30011,2001,4,4.7,MT
30011,2002,12,4626.0,MT
30011,2003,12,1948.5,MT
30011,2004,17,39.75,MT
30011,2005,23,601.85,MT
30011,2006,21,159.25,MT
30011,2007,19,1582.9,MT
30011,2008,4,10.1,MT
30011,2009,12,26.8,MT
30011,2010,6,17.6,MT
30011,2011,2,9.6,MT
30011,2012,33,16851.8,MT
30011,2013,7,34.2,MT
30011,2014,9,890.9,MT
30011,2015,20,273.0,MT
30011,2016,49,3779.2000000000003,MT
30011,2017,51,4859.150000000001,MT
30011,2018,13,138.0,MT
30011,2019,10,5.0,MT
30011,2020,14,3325.2999999999997,MT
30013,2000,2,0.75,MT
30013,2001,8,1695.1999999999998,MT
30013,2002,1,0.1,MT
30013,2003,19,454.81,MT
30013,2004,10,2.17,MT
30013,2005,13,133.95,MT
30013,2006,11,1012.6,MT
30013,2007,1,0.25,MT
30013,2008,6,201.20000000000002,MT
30013,2009,6,155.21,MT
30013,2010,4,1.3,MT
30013,2011,1,6.0,MT
30013,2012,13,3581.6,MT
30013,2013,11,22.25,MT
30013,2014,7,39.55,MT
30013,2015,1,262.0,MT
30013,2016,10,16.16,MT
30013,2017,117,3476.93,MT
30013,2018,26,581.35,MT
30013,2019,17,7001.6,MT
30013,2020,28,166.3099,MT
30015,2001,1,35.0,MT
30015,2003,2,1.1,MT
30015,2005,3,2275.0,MT
30015,2007,1,541.0,MT
30015,2008,3,5631.1,MT
30015,2009,3,14494.5,MT
30015,2010,1,120.0,MT
30015,2011,1,2.0,MT
30015,2012,6,6783.5,MT
30015,2015,2,457.1,MT
30015,2016,1,29.0,MT
30015,2017,7,564.0,MT
30015,2018,19,1362.6,MT
30015,2019,45,2493.4,MT
30015,2020,29,2047.3,MT
30017,2000,10,1201.1,MT
30017,2001,5,185.5,MT
30017,2002,8,185.2,MT
30017,2003,22,9436.9002,MT
30017,2004,6,909.7,MT
30017,2005,5,4.5,MT
30017,2006,16,34638.4,MT
30017,2007,22,28809.0,MT
30017,2008,21,8299.1,MT
30017,2009,12,64.4,MT
30017,2010,6,902.2,MT
30017,2011,9,2059.6,MT
30017,2012,15,1526.3,MT
30017,2013,6,175.79999999999998,MT
30017,2014,5,144.1,MT
30017,2015,18,4927.6,MT
30017,2016,32,599.8,MT
30017,2017,57,20700.2,MT
30017,2018,12,625.6,MT
30017,2019,18,768.48,MT
30017,2020,51,10494.43,MT
30019,2001,1,880.0,MT
30019,2017,11,2327.7000000000003,MT
30019,2018,11,674.5999999999999,MT
30019,2020,9,1114.0,MT
30021,2002,2,7.0,MT
30021,2003,3,3217.6,MT
30021,2006,1,33.5,MT
30021,2008,1,49.7,MT
30021,2013,1,9.6,MT
30021,2015,1,2.8,MT
30021,2016,12,139.4,MT
30021,2017,29,2062.4,MT
30021,2018,20,1690.4,MT
30021,2019,15,230.49999999999997,MT
30021,2020,14,203.5,MT
30023,2000,13,72.21000000000001,MT
30023,2001,3,0.30000000000000004,MT
30023,2002,10,56.77,MT
30023,2003,4,0.3,MT
30023,2004,4,0.34,MT
30023,2005,15,4.24,MT
30023,2006,14,1.05,MT
30023,2007,17,10.4,MT
30023,2008,13,2.3400000000000003,MT
30023,2009,6,1.6800000000000002,MT
30023,2010,6,25.82,MT
30023,2011,2,0.45,MT
30023,2012,17,9.29,MT
30023,2013,13,4.140000000000001,MT
30023,2014,4,0.18,MT
30023,2015,4,0.28,MT
30023,2016,5,0.16,MT
30023,2017,9,14.23,MT
30023,2018,6,3.62,MT
30023,2019,5,34.8,MT
30023,2020,6,10.7,MT
30025,2000,1,1414.0,MT
30025,2002,1,5.0,MT
30025,2004,1,5.0,MT
30025,2008,1,184.9,MT
30025,2012,3,1157.4,MT
30025,2014,2,9.2,MT
30025,2016,2,2.5,MT
30025,2017,9,17.9,MT
30025,2018,15,22.8,MT
30025,2019,9,3.1,MT
30025,2020,18,44.9,MT
30027,2000,14,72.9,MT
30027,2001,14,14.3,MT
30027,2002,3,5.4,MT
30027,2003,10,1175.4,MT
30027,2004,3,2.3,MT
30027,2005,6,1970.5500000000002,MT
30027,2006,5,2053.1,MT
30027,2007,9,1626.0,MT
30027,2008,6,4.5,MT
30027,2009,10,369.7,MT
30027,2010,4,46.5,MT
30027,2011,9,449.79999999999995,MT
30027,2012,16,510.3,MT
30027,2013,5,35.199999999999996,MT
30027,2014,6,1069.2,MT
30027,2015,10,4713.3,MT
30027,2016,5,101.20000000000002,MT
30027,2017,43,468.85,MT
30027,2018,15,1304.3999999999999,MT
30027,2019,15,229.3,MT
30027,2020,29,1451.04,MT
30029,2000,82,928.43,MT
30029,2001,87,928.03,MT
30029,2002,63,169.47,MT
30029,2003,84,101.25999999999999,MT
30029,2004,134,80.68,MT
30029,2005,88,4104.26,MT
30029,2006,151,3191.75,MT
30029,2007,162,85902.65,MT
30029,2008,105,405.36999999999995,MT
30029,2009,126,1024.81,MT
30029,2010,90,186.94,MT
30029,2011,45,41.62,MT
30029,2012,87,5075.09,MT
30029,2013,125,8746.66,MT
30029,2014,107,63.57,MT
30029,2015,170,96284.81999999999,MT
30029,2016,77,91.42,MT
30029,2017,133,55370.84,MT
30029,2018,80,5253.61,MT
30029,2019,133,1898.47,MT
30029,2020,187,5609.88,MT
30031,2000,22,10947.199999999999,MT
30031,2001,34,5112.400000000001,MT
30031,2002,21,10.1,MT
30031,2003,31,3674.25,MT
30031,2004,13,1.51,MT
30031,2005,17,1054.13,MT
30031,2006,23,99.43,MT
30031,2007,31,4308.5599999999995,MT
30031,2008,24,46.01,MT
30031,2009,13,157.79,MT
30031,2010,18,2.7,MT
30031,2012,43,14971.25,MT
30031,2013,15,148.0,MT
30031,2014,20,11.7,MT
30031,2015,19,8302.12,MT
30031,2016,29,331.2,MT
30031,2017,35,192.46,MT
30031,2018,97,5250.55,MT
30031,2019,76,49.5,MT
30031,2020,98,9044.815,MT
30033,2000,16,1459.5,MT
30033,2001,13,1281.8,MT
30033,2002,13,1216.0,MT
30033,2003,21,130088.0,MT
30033,2004,10,188.5,MT
30033,2005,11,598.7,MT
30033,2006,20,118227.9,MT
30033,2007,9,267.2,MT
30033,2008,16,1998.7,MT
30033,2009,6,13.3,MT
30033,2010,7,330.6,MT
30033,2011,11,173.5,MT
30033,2012,24,4034.7000000000003,MT
30033,2013,13,963.6999999999999,MT
30033,2014,16,3432.0,MT
30033,2015,20,1109.3,MT
30033,2016,12,517.4,MT
30033,2017,34,301187.5,MT
30033,2018,6,449.59999999999997,MT
30033,2019,17,127.6,MT
30033,2020,14,48525.4,MT
30035,2015,1,1.0,MT
30035,2017,1,32.0,MT
30035,2018,3,13.0,MT
30035,2019,6,0.6000000000000001,MT
30035,2020,16,3.4,MT
30037,2001,1,2900.0,MT
30037,2003,1,2.6,MT
30037,2005,2,296.5,MT
30037,2006,1,205.0,MT
30037,2008,1,3558.0,MT
30037,2010,1,945.0,MT
30037,2011,1,0.1,MT
30037,2012,5,3564.5,MT
30037,2013,1,264.0,MT
30037,2014,2,240.0,MT
30037,2015,1,160.0,MT
30037,2017,6,507.1,MT
30037,2018,2,26.7,MT
30037,2020,12,1128.75,MT
30039,2000,40,17341.870000000003,MT
30039,2001,18,33.5,MT
30039,2002,14,3.43,MT
30039,2003,58,468.08,MT
30039,2004,31,9.24,MT
30039,2005,39,388.24,MT
30039,2006,44,4852.12,MT
30039,2007,50,68880.11,MT
30039,2008,23,36.11,MT
30039,2009,15,5594.36,MT
30039,2010,17,880.37,MT
30039,2011,6,6.61,MT
30039,2012,28,249.06,MT
30039,2013,42,1487.95,MT
30039,2014,15,90.26,MT
30039,2015,65,285.78,MT
30039,2016,16,1.6400000000000001,MT
30039,2017,24,109445.35,MT
30039,2018,13,206.10000000000002,MT
30039,2019,14,302.11,MT
30039,2020,19,2960.32,MT
30041,2012,2,2148.0,MT
30041,2017,3,19516.04,MT
30041,2018,6,223.25,MT
30041,2019,16,1802.7,MT
30041,2020,25,1067.72,MT
30043,2000,22,12480.8,MT
30043,2001,12,169.4,MT
30043,2002,12,10.4,MT
30043,2003,16,5.71,MT
30043,2004,21,28.230000000000004,MT
30043,2005,18,178.73,MT
30043,2006,28,68.17,MT
30043,2007,43,232.45000000000002,MT
30043,2008,30,572.25,MT
30043,2009,26,4.3,MT
30043,2010,27,12.41,MT
30043,2011,11,16.25,MT
30043,2012,39,4514.91,MT
30043,2013,19,154.82,MT
30043,2014,16,103.05,MT
30043,2015,28,11.49,MT
30043,2016,36,731.23,MT
30043,2017,45,2800.35,MT
30043,2018,33,46.15,MT
30043,2019,29,3154.05,MT
30043,2020,73,6050.76,MT
30045,2000,5,105.4,MT
30045,2001,1,0.2,MT
30045,2003,13,264.25,MT
30045,2004,2,0.33999999999999997,MT
30045,2005,5,22.65,MT
30045,2006,2,1.6,MT
30045,2007,5,1165.81,MT
30045,2008,3,761.55,MT
30045,2009,1,0.1,MT
30045,2010,1,0.1,MT
30045,2012,5,10.6,MT
30045,2013,3,1.8,MT
30045,2014,1,0.15,MT
30045,2015,2,1.75,MT
30045,2016,4,110.07,MT
30045,2017,6,2.3,MT
30045,2018,2,30.1,MT
30045,2019,4,49.0,MT
30045,2020,18,13672.95,MT
30047,2000,18,5.09,MT
30047,2001,18,19.57,MT
30047,2002,16,7.7700000000000005,MT
30047,2003,10,6.58,MT
30047,2004,17,5.450000000000001,MT
30047,2005,9,2.14,MT
30047,2006,9,8.280000000000001,MT
30047,2007,24,52.4,MT
30047,2008,10,0.7000000000000001,MT
30047,2009,15,658.9,MT
30047,2010,7,0.6900000000000001,MT
30047,2011,10,3.12,MT
30047,2012,7,1.7200000000000002,MT
30047,2013,10,17.82,MT
30047,2014,9,221.57000000000002,MT
30047,2015,24,251.59,MT
30047,2016,18,178.86,MT
30047,2017,9,1.91,MT
30047,2018,5,0.95,MT
30047,2019,28,4.95,MT
30047,2020,58,266.42,MT
30049,2000,83,651.77,MT
30049,2001,43,2140.61,MT
30049,2002,44,179.65,MT
30049,2003,103,502.91999999999996,MT
30049,2004,41,23.16,MT
30049,2005,30,5739.79,MT
30049,2006,42,2826.99,MT
30049,2007,87,127035.72,MT
30049,2008,51,63.68,MT
30049,2009,91,5483.95,MT
30049,2010,47,3359.9700000000003,MT
30049,2011,55,164.95,MT
30049,2012,119,30688.96,MT
30049,2013,74,13571.1,MT
30049,2014,49,342.69,MT
30049,2015,65,16783.31,MT
30049,2016,84,6973.5,MT
30049,2017,99,48792.34,MT
30049,2018,113,775.9499999999999,MT
30049,2019,69,6454.5,MT
30049,2020,64,1306.77,MT
30051,2007,2,8.1,MT
30051,2008,1,0.3,MT
30051,2017,1,29.5,MT
30051,2018,18,11.700000000000001,MT
30051,2019,9,0.9,MT
30051,2020,4,0.4,MT
30053,2000,41,1961.27,MT
30053,2001,35,421.70000000000005,MT
30053,2002,27,6.82,MT
30053,2003,48,112.83999999999999,MT
30053,2004,121,63.11,MT
30053,2005,132,942.77,MT
30053,2006,292,1203.01,MT
30053,2007,208,30188.26,MT
30053,2008,137,407.22999999999996,MT
30053,2009,175,2619.51,MT
30053,2010,78,69.73,MT
30053,2011,16,36.43,MT
30053,2012,59,52.5,MT
30053,2013,91,84.4,MT
30053,2014,103,48.72,MT
30053,2015,151,16173.31,MT
30053,2016,75,132.41,MT
30053,2017,86,62250.39,MT
30053,2018,84,15599.5,MT
30053,2019,61,58.25,MT
30053,2020,93,127.51,MT
30055,2004,1,15.0,MT
30055,2006,5,1680.4,MT
30055,2008,2,5068.0,MT
30055,2011,1,0.1,MT
30055,2012,3,55.199999999999996,MT
30055,2013,1,29.9,MT
30055,2014,1,4.0,MT
30055,2015,3,2.5,MT
30055,2016,31,498.61,MT
30055,2017,18,534.0,MT
30055,2019,4,191.8,MT
30055,2020,17,1264.0,MT
30057,2000,3,182.1,MT
30057,2001,1,0.1,MT
30057,2002,1,0.7,MT
30057,2004,6,1.6,MT
30057,2005,7,338.40000000000003,MT
30057,2006,4,896.0,MT
30057,2007,17,382.97999999999996,MT
30057,2008,15,133.0,MT
30057,2009,6,10.42,MT
30057,2010,4,0.46,MT
30057,2011,5,2579.0,MT
30057,2012,17,20636.57,MT
30057,2013,16,6889.0,MT
30057,2014,3,0.85,MT
30057,2015,10,65.06,MT
30057,2016,27,876.4,MT
30057,2017,20,72.6,MT
30057,2018,24,10868.7,MT
30057,2019,29,259.3,MT
30057,2020,43,6470.05,MT
30059,2000,3,36.2,MT
30059,2001,2,2338.2,MT
30059,2002,3,15.7,MT
30059,2003,28,3453.3,MT
30059,2004,9,35.81,MT
30059,2005,6,0.6000000000000001,MT
30059,2006,19,47.9,MT
30059,2007,14,627.26,MT
30059,2008,4,30.05,MT
30059,2009,5,400.41,MT
30059,2010,4,0.55,MT
30059,2012,13,36.45,MT
30059,2013,5,1.9400000000000002,MT
30059,2014,1,0.1,MT
30059,2015,5,0.8,MT
30059,2016,10,3.1,MT
30059,2017,9,12570.95,MT
30059,2018,8,43.05,MT
30059,2019,10,4.8,MT
30059,2020,9,101.25,MT
30061,2000,90,19070.5,MT
30061,2001,31,65.10000000000001,MT
30061,2002,36,19.2,MT
30061,2003,81,37151.5,MT
30061,2004,65,102.39999999999999,MT
30061,2005,34,14218.03,MT
30061,2006,44,70.08,MT
30061,2007,94,405.23,MT
30061,2008,32,77.39999999999999,MT
30061,2009,68,97.76,MT
30061,2010,43,35.25,MT
30061,2012,35,17.1,MT
30061,2013,63,6423.05,MT
30061,2014,51,47.160000000000004,MT
30061,2015,69,13696.730000000001,MT
30061,2016,43,60.97,MT
30061,2017,26,26985.44,MT
30061,2018,36,19.72,MT
30061,2019,29,23.330000000000002,MT
30061,2020,40,27.39,MT
30063,2000,202,27416.219999999998,MT
30063,2001,108,289.96999999999997,MT
30063,2002,113,87.35,MT
30063,2003,233,41949.35,MT
30063,2004,116,99.26,MT
30063,2005,102,79.27,MT
30063,2006,199,5045.37,MT
30063,2007,168,17097.36,MT
30063,2008,147,625.79,MT
30063,2009,142,180.73,MT
30063,2010,126,262.29,MT
30063,2011,55,25.05,MT
30063,2012,165,5852.650000000001,MT
30063,2013,158,12027.25,MT
30063,2014,137,200.28,MT
30063,2015,147,2294.33,MT
30063,2016,165,32.91,MT
30063,2017,75,201463.35,MT
30063,2018,62,33.93,MT
30063,2019,432,583.38,MT
30063,2020,421,141.68,MT
30065,2000,1,1309.0,MT
30065,2001,3,167.0,MT
30065,2002,1,16.0,MT
30065,2003,6,1548.0,MT
30065,2004,3,1327.1000000000001,MT
30065,2005,2,3.1,MT
30065,2006,10,4459.4,MT
30065,2007,2,31.0,MT
30065,2008,2,627.0,MT
30065,2009,2,286.0,MT
30065,2010,6,97.3,MT
30065,2011,1,25.0,MT
30065,2012,8,68704.9,MT
30065,2013,1,16.3,MT
30065,2014,4,247.4,MT
30065,2015,3,1744.0,MT
30065,2016,7,1467.0,MT
30065,2017,36,5343.4800000000005,MT
30065,2018,9,30.52,MT
30065,2019,12,15.299999999999999,MT
30065,2020,16,30502.309999999998,MT
30067,2000,11,428.0,MT
30067,2001,18,28745.809999999998,MT
30067,2002,13,1.7000000000000002,MT
30067,2003,28,5534.65,MT
30067,2004,7,3.0999999999999996,MT
30067,2005,17,16.25,MT
30067,2006,18,47261.85,MT
30067,2007,14,26759.95,MT
30067,2008,6,0.9,MT
30067,2009,3,0.36,MT
30067,2010,3,0.5,MT
30067,2012,17,11463.6,MT
30067,2013,11,11835.81,MT
30067,2014,5,0.65,MT
30067,2015,11,213.35,MT
30067,2016,6,0.75,MT
30067,2017,9,154.2,MT
30067,2018,15,76.10000000000001,MT
30067,2019,25,2.5,MT
30067,2020,21,79.05,MT
30069,2000,4,531.3,MT
30069,2001,4,35.6,MT
30069,2002,6,46.1,MT
30069,2003,9,170.0,MT
30069,2004,4,33.3,MT
30069,2005,5,6.3,MT
30069,2006,6,28709.2,MT
30069,2007,5,160.3,MT
30069,2008,5,195.70000000000002,MT
30069,2009,6,107.8,MT
30069,2010,4,512.5,MT
30069,2011,4,40.5,MT
30069,2012,14,23291.0,MT
30069,2013,3,100.8,MT
30069,2014,16,2625.5,MT
30069,2015,7,7051.6,MT
30069,2016,4,165.3,MT
30069,2017,19,10775.25,MT
30069,2018,6,1608.9,MT
30069,2019,14,14649.3,MT
30069,2020,9,75.53,MT
30071,2000,1,0.1,MT
30071,2001,2,2678.0,MT
30071,2003,8,184.2,MT
30071,2004,3,3.3,MT
30071,2005,7,1638.0,MT
30071,2006,4,6585.900000000001,MT
30071,2007,6,5376.299999999999,MT
30071,2008,6,5018.6,MT
30071,2009,4,148.2,MT
30071,2010,7,535.7,MT
30071,2011,2,155.5,MT
30071,2012,7,11813.7,MT
30071,2013,7,21.4,MT
30071,2014,9,923.3,MT
30071,2015,3,382.1,MT
30071,2016,5,220.2,MT
30071,2017,21,19594.8,MT
30071,2018,12,362.7,MT
30071,2019,5,6026.8,MT
30071,2020,12,151.67,MT
30073,2002,1,0.1,MT
30073,2004,1,0.5,MT
30073,2015,4,53903.1,MT
30073,2016,1,22.0,MT
30073,2017,1,11003.0,MT
30073,2018,9,119.1,MT
30073,2019,3,0.30000000000000004,MT
30075,2000,40,5885.2,MT
30075,2001,32,172.9,MT
30075,2002,25,9970.6,MT
30075,2003,35,16410.7,MT
30075,2004,62,6084.349999999999,MT
30075,2005,17,3158.7999999999997,MT
30075,2006,51,21103.699999999997,MT
30075,2007,45,23373.05,MT
30075,2008,11,901.6999999999999,MT
30075,2009,38,175.7,MT
30075,2010,19,1529.0,MT
30075,2011,20,16562.899999999998,MT
30075,2012,45,85339.4,MT
30075,2013,17,199.1,MT
30075,2014,27,862.1,MT
30075,2015,31,11398.6,MT
30075,2016,57,2150.3,MT
30075,2017,54,105397.8,MT
30075,2018,32,699.1,MT
30075,2019,18,166.8,MT
30075,2020,36,21579.65,MT
30077,2000,78,27964.140000000003,MT
30077,2001,20,9.5,MT
30077,2002,22,3.1700000000000004,MT
30077,2003,36,379.18,MT
30077,2004,26,11.040000000000001,MT
30077,2005,24,30.15,MT
30077,2006,40,1276.21,MT
30077,2007,51,344.71999999999997,MT
30077,2008,25,237.82,MT
30077,2009,13,3897.2200000000003,MT
30077,2010,23,2232.88,MT
30077,2011,9,28.46,MT
30077,2012,59,7366.0199999999995,MT
30077,2013,34,10.979999999999999,MT
30077,2014,24,15.790000000000001,MT
30077,2015,41,1432.42,MT
30077,2016,39,26.25,MT
30077,2017,10,6065.7,MT
30077,2018,9,4076.41,MT
30077,2019,21,106.89999999999999,MT
30077,2020,19,46.76,MT
30079,2000,1,38.0,MT
30079,2002,1,147.0,MT
30079,2004,3,216.5,MT
30079,2005,1,7.0,MT
30079,2006,3,884.0,MT
30079,2007,8,4233.3,MT
30079,2008,4,398.3,MT
30079,2010,6,136.7,MT
30079,2011,3,328.5,MT
30079,2012,6,517.9,MT
30079,2014,1,1.0,MT
30079,2015,11,1165.8,MT
30079,2016,14,930.9,MT
30079,2017,21,1930.3000000000002,MT
30079,2018,5,223.2,MT
30079,2019,16,139.5,MT
30079,2020,21,726.3000000000001,MT
30081,2000,2,0.30000000000000004,MT
30081,2001,2,1.1,MT
30081,2002,2,1.6,MT
30081,2003,6,25755.12,MT
30081,2004,84,508.4,MT
30081,2005,100,24045.05,MT
30081,2006,89,12327.72,MT
30081,2007,83,29910.07,MT
30081,2008,42,68.53,MT
30081,2009,57,9555.86,MT
30081,2010,68,1424.27,MT
30081,2012,60,8523.79,MT
30081,2013,77,225.93,MT
30081,2014,54,140.7,MT
30081,2015,73,166.38,MT
30081,2016,31,10154.91,MT
30081,2017,49,382.33,MT
30081,2018,35,879.1999999999999,MT
30081,2019,93,648.49,MT
30081,2020,118,195.96,MT
30083,2006,1,23.3,MT
30083,2017,22,8176.4,MT
30083,2020,17,120.8,MT
30085,2005,1,200.0,MT
30085,2016,2,8659.6,MT
30085,2017,11,574.01,MT
30085,2018,14,73.4,MT
30085,2019,12,177.2,MT
30085,2020,139,5452.17,MT
30087,2000,14,1669.45,MT
30087,2001,6,84.0,MT
30087,2002,5,110.6,MT
30087,2003,17,3965.9,MT
30087,2004,22,5048.3,MT
30087,2005,12,1266.75,MT
30087,2006,30,4886.1,MT
30087,2007,18,3981.6,MT
30087,2008,9,61.5,MT
30087,2009,15,67.0,MT
30087,2010,7,28.8,MT
30087,2011,7,6.6,MT
30087,2012,31,178410.6,MT
30087,2013,10,22.6,MT
30087,2014,10,9638.8,MT
30087,2015,26,12302.800000000001,MT
30087,2016,68,10011.7,MT
30087,2017,79,26644.65,MT
30087,2018,25,2758.1,MT
30087,2019,20,1512.0,MT
30087,2020,90,65343.08,MT
30089,2000,42,44.92,MT
30089,2001,59,243.4,MT
30089,2002,43,24.349999999999998,MT
30089,2003,61,4237.09,MT
30089,2004,57,172.54,MT
30089,2005,31,2351.96,MT
30089,2006,72,94.91,MT
30089,2007,96,99239.45,MT
30089,2008,60,51.93,MT
30089,2009,64,55.23,MT
30089,2010,30,130.12,MT
30089,2011,13,1.72,MT
30089,2012,31,329.25,MT
30089,2013,60,49.22,MT
30089,2014,69,1851.3400000000001,MT
30089,2015,96,16083.16,MT
30089,2016,49,28567.96,MT
30089,2017,81,67603.79000000001,MT
30089,2018,52,83.9,MT
30089,2019,42,65.95,MT
30089,2020,44,181.43,MT
30091,2014,1,82.0,MT
30091,2016,1,34.7,MT
30091,2017,16,49.43,MT
30091,2018,9,30.5,MT
30091,2020,4,8.0,MT
30093,2000,3,3.01,MT
30093,2002,1,0.1,MT
30093,2003,1,0.05,MT
30093,2004,6,2.6,MT
30093,2005,10,1.4,MT
30093,2006,3,0.30000000000000004,MT
30093,2007,12,9.15,MT
30093,2008,8,186.8,MT
30093,2009,5,3.05,MT
30093,2010,4,0.4,MT
30093,2011,1,1.0,MT
30093,2012,13,72.4,MT
30093,2013,9,1.4500000000000002,MT
30093,2014,8,0.8,MT
30093,2015,3,0.36,MT
30093,2016,9,0.9,MT
30093,2017,12,8.98,MT
30093,2018,13,1224.2,MT
30093,2019,8,136.7,MT
30093,2020,20,7.5,MT
30095,2001,2,2395.0,MT
30095,2002,1,300.0,MT
30095,2004,1,2022.0,MT
30095,2005,2,3485.1,MT
30095,2006,7,4171.7,MT
30095,2007,11,755.5999999999999,MT
30095,2008,7,2600.4,MT
30095,2009,5,1063.23,MT
30095,2010,3,9881.5,MT
30095,2012,4,3350.2,MT
30095,2013,4,1.0,MT
30095,2014,1,0.1,MT
30095,2015,5,5750.9,MT
30095,2017,55,535.98,MT
30095,2018,21,179.07,MT
30095,2019,26,162.5,MT
30095,2020,17,2817.1,MT
30097,2000,12,86.1,MT
30097,2001,7,3020.4,MT
30097,2002,6,1.4,MT
30097,2003,6,36187.600000000006,MT
30097,2004,4,0.4,MT
30097,2005,9,1118.2,MT
30097,2006,5,207296.30000000002,MT
30097,2007,5,20471.1,MT
30097,2008,2,5.1,MT
30097,2010,2,4.5,MT
30097,2012,4,50.45,MT
30097,2013,4,1.65,MT
30097,2014,2,8.25,MT
30097,2015,1,1500.0,MT
30097,2016,4,858.1,MT
30097,2017,26,1331.8799999999999,MT
30097,2018,2,17.55,MT
30097,2019,10,17.6,MT
30097,2020,41,249.5,MT
30099,2000,11,6392.4,MT
30099,2002,2,5300.0,MT
30099,2003,2,150.1,MT
30099,2005,1,9.0,MT
30099,2006,7,2977.95,MT
30099,2007,1,60038.0,MT
30099,2008,3,10.05,MT
30099,2012,1,0.1,MT
30099,2015,1,0.01,MT
30099,2016,10,1397.2,MT
30099,2017,32,216.5,MT
30099,2018,10,335.1,MT
30099,2019,23,1007.1,MT
30099,2020,5,6.0,MT
30101,2005,1,0.25,MT
30101,2017,27,375.0,MT
30101,2018,22,215.0,MT
30101,2019,22,12.1,MT
30101,2020,4,305.0,MT
