fips,state,hpi_2025,hpi_2026,hpi_2027,hpi_2028,hpi_2029,hpi_2030,hpi_chg_2025,hpi_chg_2026,hpi_chg_2027,hpi_chg_2028,hpi_chg_2029,hpi_chg_2030
46061,SOUTH DAKOTA,373.7,398.5,379.3,418.4,380.4,425.6,-4.2,6.6,-4.8,10.3,-9.1,11.9
46065,SOUTH DAKOTA,448.9,463.2,484.9,495.2,520.2,521.6,3.2,3.2,4.7,2.1,5.0,0.3
46067,SOUTH DAKOTA,326.5,353.7,357.9,387.5,392.7,416.3,3.6,8.3,1.2,8.3,1.3,6.0
46077,SOUTH DAKOTA,353.0,378.7,386.6,416.9,422.1,445.4,5.2,7.3,2.1,7.9,1.2,5.5
46079,SOUTH DAKOTA,444.1,464.3,488.1,508.0,528.6,547.5,3.9,4.5,5.1,4.1,4.0,3.6
46081,SOUTH DAKOTA,564.2,608.8,640.3,657.5,698.0,737.8,2.5,7.9,5.2,2.7,6.2,5.7
46083,SOUTH DAKOTA,436.5,455.0,472.5,491.9,505.7,529.9,2.8,4.2,3.8,4.1,2.8,4.8
46087,SOUTH DAKOTA,281.5,299.3,318.2,339.7,362.0,381.2,8.4,6.3,6.3,6.7,6.6,5.3
46091,SOUTH DAKOTA,213.7,220.3,229.5,236.5,243.3,252.4,5.0,3.1,4.2,3.1,2.9,3.8
46093,SOUTH DAKOTA,516.7,543.0,550.8,576.0,575.4,610.0,1.6,5.1,1.4,4.6,-0.1,6.0
46097,SOUTH DAKOTA,189.1,211.7,197.9,221.6,210.7,232.3,-1.1,11.9,-6.5,12.0,-5.0,10.3
46099,SOUTH DAKOTA,829.4,916.9,992.5,1048.5,1043.8,1134.1,-0.8,10.5,8.3,5.6,-0.4,8.6
46101,SOUTH DAKOTA,283.2,304.9,315.5,337.3,352.2,374.4,6.9,7.7,3.5,6.9,4.4,6.3
46103,SOUTH DAKOTA,657.8,708.1,731.6,746.4,799.0,824.2,-0.4,7.6,3.3,2.0,7.0,3.2
46109,SOUTH DAKOTA,307.6,322.6,334.5,352.1,364.3,380.6,3.1,4.9,3.7,5.3,3.5,4.5
46115,SOUTH DAKOTA,272.1,284.0,298.6,311.7,329.0,343.3,5.4,4.4,5.1,4.4,5.5,4.4
46117,SOUTH DAKOTA,264.4,272.8,262.4,276.8,263.1,280.2,-5.0,3.2,-3.8,5.5,-5.0,6.5
46123,SOUTH DAKOTA,223.2,231.5,243.8,254.5,265.9,274.3,4.7,3.7,5.3,4.4,4.5,3.2
46125,SOUTH DAKOTA,469.2,482.6,512.0,522.8,556.9,575.7,3.9,2.9,6.1,2.1,6.5,3.4
46127,SOUTH DAKOTA,381.2,399.4,420.6,441.4,461.3,481.4,4.7,4.8,5.3,5.0,4.5,4.4
46129,SOUTH DAKOTA,247.4,263.9,280.5,297.2,314.1,331.8,8.5,6.7,6.3,6.0,5.7,5.6
46135,SOUTH DAKOTA,435.5,454.6,471.4,489.9,504.5,529.6,2.8,4.4,3.7,3.9,3.0,5.0
47001,TENNESSEE,699.9,734.2,748.6,801.5,823.1,863.5,0.8,4.9,2.0,7.1,2.7,4.9
47003,TENNESSEE,540.1,555.2,593.0,621.0,629.6,671.1,3.6,2.8,6.8,4.7,1.4,6.6
47005,TENNESSEE,296.9,312.9,334.7,355.0,378.8,395.9,8.4,5.4,7.0,6.1,6.7,4.5
47007,TENNESSEE,223.1,238.0,260.8,272.3,291.7,311.8,11.4,6.7,9.6,4.4,7.1,6.9
47009,TENNESSEE,777.2,865.1,924.0,961.3,958.8,1035.1,-0.4,11.3,6.8,4.0,-0.3,8.0
47011,TENNESSEE,749.0,796.2,822.6,854.2,896.4,901.5,1.2,6.3,3.3,3.8,4.9,0.6
47013,TENNESSEE,379.6,399.0,415.5,435.3,451.8,471.0,4.4,5.1,4.1,4.8,3.8,4.2
47015,TENNESSEE,395.3,425.6,447.1,472.1,496.5,516.8,5.2,7.7,5.0,5.6,5.2,4.1
47017,TENNESSEE,338.1,362.6,379.1,399.6,420.5,444.2,5.8,7.2,4.6,5.4,5.2,5.6
47019,TENNESSEE,437.5,461.6,476.8,505.4,517.7,547.8,4.3,5.5,3.3,6.0,2.4,5.8
47021,TENNESSEE,503.6,525.6,539.7,563.7,580.8,606.1,3.4,4.4,2.7,4.4,3.0,4.4
47023,TENNESSEE,342.4,366.4,382.7,400.0,422.4,442.0,5.6,7.0,4.4,4.5,5.6,4.6
47025,TENNESSEE,297.2,315.2,334.3,355.6,375.7,392.7,8.0,6.1,6.0,6.4,5.7,4.5
47027,TENNESSEE,127.8,139.3,141.5,148.4,155.5,160.4,6.0,9.0,1.6,4.8,4.8,3.1
47029,TENNESSEE,374.8,391.9,413.8,431.7,457.1,470.0,5.8,4.6,5.6,4.3,5.9,2.8
47031,TENNESSEE,492.3,509.6,527.6,545.6,568.6,580.8,4.2,3.5,3.5,3.4,4.2,2.1
47033,TENNESSEE,275.1,289.5,308.0,324.5,345.1,365.0,9.0,5.2,6.4,5.4,6.3,5.8
47035,TENNESSEE,366.2,386.7,408.6,428.6,450.4,474.9,5.5,5.6,5.7,4.9,5.1,5.4
47037,TENNESSEE,1237.5,1378.6,1538.4,1599.3,1613.1,1615.3,-13.1,11.4,11.6,4.0,0.9,0.1
47039,TENNESSEE,215.1,231.7,254.3,272.4,293.7,314.1,12.8,7.7,9.7,7.1,7.8,7.0
47041,TENNESSEE,392.2,417.3,436.3,456.4,475.6,494.4,4.8,6.4,4.5,4.6,4.2,3.9
47043,TENNESSEE,496.8,517.4,532.1,562.1,573.6,600.5,3.5,4.2,2.8,5.6,2.0,4.7
47045,TENNESSEE,316.7,336.4,358.1,379.0,400.0,420.9,7.2,6.2,6.5,5.8,5.5,5.2
47047,TENNESSEE,319.7,341.2,358.5,382.8,396.2,417.1,4.8,6.7,5.1,6.8,3.5,5.3
47049,TENNESSEE,320.3,341.1,358.4,383.3,395.5,419.4,6.4,6.5,5.1,7.0,3.2,6.0
47051,TENNESSEE,466.2,483.4,501.7,510.7,538.6,539.9,3.0,3.7,3.8,1.8,5.5,0.2
47053,TENNESSEE,353.5,373.1,390.7,413.3,432.2,454.7,5.7,5.5,4.7,5.8,4.6,5.2
47055,TENNESSEE,420.3,440.3,458.2,477.9,492.2,515.2,3.9,4.8,4.1,4.3,3.0,4.7
47057,TENNESSEE,278.1,295.0,313.6,332.9,351.7,371.3,8.3,6.1,6.3,6.2,5.6,5.6
47059,TENNESSEE,396.6,420.3,440.6,462.4,479.4,507.4,4.5,6.0,4.8,5.0,3.7,5.9
47061,TENNESSEE,216.1,232.7,250.2,269.0,283.5,300.7,10.6,7.7,7.5,7.5,5.4,6.1
47063,TENNESSEE,439.1,458.4,478.9,500.8,514.0,542.1,3.7,4.4,4.5,4.6,2.6,5.5
47065,TENNESSEE,903.3,1034.0,1076.3,1104.6,1104.0,1250.0,-4.3,14.5,4.1,2.6,-0.1,13.2
47069,TENNESSEE,315.8,336.4,359.2,378.1,402.0,424.1,7.5,6.5,6.8,5.3,6.3,5.5
47071,TENNESSEE,287.5,305.5,324.2,345.3,367.4,388.5,8.1,6.2,6.1,6.5,6.4,5.8
47073,TENNESSEE,385.5,409.4,424.7,443.7,464.2,487.2,4.6,6.2,3.7,4.5,4.6,4.9
47075,TENNESSEE,345.2,371.7,386.5,414.2,428.7,451.2,5.6,7.7,4.0,7.1,3.5,5.2
47077,TENNESSEE,370.7,392.8,412.4,436.3,453.5,478.0,4.8,6.0,5.0,5.8,3.9,5.4
47079,TENNESSEE,332.3,357.5,376.5,393.0,410.8,433.7,4.9,7.6,5.3,4.4,4.5,5.6
47081,TENNESSEE,457.2,480.2,494.3,522.4,532.0,563.9,3.3,5.0,2.9,5.7,1.8,6.0
47083,TENNESSEE,266.8,278.4,298.1,317.2,337.5,358.0,9.7,4.3,7.1,6.4,6.4,6.1
47085,TENNESSEE,471.2,489.8,508.5,524.4,549.5,559.3,3.4,4.0,3.8,3.1,4.8,1.8
47087,TENNESSEE,324.6,351.4,368.4,392.5,411.6,438.2,5.3,8.3,4.9,6.5,4.9,6.5
47089,TENNESSEE,470.4,486.0,506.9,523.0,546.7,561.5,4.1,3.3,4.3,3.2,4.5,2.7
47091,TENNESSEE,307.6,322.1,346.1,364.5,389.2,406.3,7.7,4.7,7.4,5.3,6.8,4.4
47093,TENNESSEE,944.1,1040.0,1061.6,1108.5,1124.6,1174.2,-5.1,10.2,2.1,4.4,1.5,4.4
47097,TENNESSEE,257.1,271.2,293.1,311.2,332.1,351.4,10.8,5.5,8.1,6.2,6.7,5.8
47099,TENNESSEE,458.1,477.1,493.3,512.1,533.2,551.9,3.6,4.1,3.4,3.8,4.1,3.5
47101,TENNESSEE,451.5,475.9,496.2,525.5,539.7,574.2,4.9,5.4,4.3,5.9,2.7,6.4
47103,TENNESSEE,405.4,423.6,441.7,460.6,477.3,492.7,5.0,4.5,4.3,4.3,3.6,3.2
47105,TENNESSEE,489.0,509.9,521.8,551.8,559.1,594.5,3.7,4.3,2.3,5.7,1.3,6.3
47107,TENNESSEE,558.4,589.8,595.2,633.1,651.8,685.7,2.3,5.6,0.9,6.4,2.9,5.2
47109,TENNESSEE,285.8,303.8,325.3,346.6,369.1,389.7,9.2,6.3,7.1,6.5,6.5,5.6
47111,TENNESSEE,380.6,402.0,422.8,442.1,460.9,478.3,5.0,5.6,5.2,4.6,4.3,3.8
47113,TENNESSEE,537.7,562.8,574.5,600.5,613.8,644.0,2.4,4.7,2.1,4.5,2.2,4.9
47115,TENNESSEE,439.8,456.5,476.7,496.5,518.8,533.4,5.4,3.8,4.4,4.2,4.5,2.8
47117,TENNESSEE,483.9,505.4,523.5,548.8,560.9,592.5,3.4,4.4,3.6,4.8,2.2,5.6
47119,TENNESSEE,542.9,579.2,598.4,624.6,646.0,680.3,2.7,6.7,3.3,4.4,3.4,5.3
47121,TENNESSEE,283.3,299.5,322.9,340.2,365.0,381.7,8.7,5.7,7.8,5.4,7.3,4.6
47123,TENNESSEE,379.9,401.8,422.0,443.2,465.8,485.5,5.0,5.8,5.0,5.0,5.1,4.2
47125,TENNESSEE,451.0,468.9,490.0,509.4,526.7,549.2,5.6,4.0,4.5,4.0,3.4,4.3
47127,TENNESSEE,319.5,341.5,354.9,380.2,390.1,417.7,5.0,6.9,3.9,7.1,2.6,7.1
47129,TENNESSEE,359.0,382.4,398.2,421.4,440.1,463.6,5.6,6.5,4.1,5.8,4.4,5.4
47131,TENNESSEE,316.7,337.1,358.8,379.7,400.6,422.0,6.9,6.4,6.4,5.8,5.5,5.3
47133,TENNESSEE,378.2,400.2,419.3,439.2,460.5,479.1,5.1,5.8,4.8,4.8,4.8,4.0
47135,TENNESSEE,159.1,172.2,183.4,196.0,208.9,222.2,8.4,8.3,6.5,6.8,6.6,6.4
47137,TENNESSEE,259.4,263.4,277.9,288.5,298.6,307.5,5.3,1.5,5.5,3.8,3.5,3.0
47139,TENNESSEE,288.4,307.2,328.4,349.4,372.4,391.3,9.6,6.5,6.9,6.4,6.6,5.1
47141,TENNESSEE,470.9,485.1,512.8,522.4,550.6,553.8,2.3,3.0,5.7,1.9,5.4,0.6
47143,TENNESSEE,439.5,454.1,480.0,496.9,521.9,536.4,5.7,3.3,5.7,3.5,5.0,2.8
47145,TENNESSEE,480.5,507.6,516.5,547.8,560.4,590.6,2.8,5.6,1.7,6.1,2.3,5.4
47147,TENNESSEE,526.7,550.9,560.9,592.7,610.8,636.4,2.0,4.6,1.8,5.7,3.0,4.2
47149,TENNESSEE,736.0,760.8,781.5,815.0,855.6,896.2,1.3,3.4,2.7,4.3,5.0,4.7
47151,TENNESSEE,255.5,268.9,287.3,303.3,321.5,341.3,9.6,5.2,6.8,5.6,6.0,6.2
47153,TENNESSEE,307.8,324.6,350.0,371.6,396.8,420.1,8.8,5.4,7.8,6.2,6.8,5.9
47155,TENNESSEE,571.5,598.6,613.2,646.5,677.9,698.6,2.9,4.7,2.4,5.4,4.9,3.0
47157,TENNESSEE,624.1,652.3,677.7,698.1,733.3,755.2,4.4,4.5,3.9,3.0,5.1,3.0
47159,TENNESSEE,406.5,429.7,444.2,468.1,481.4,510.5,4.7,5.7,3.4,5.4,2.8,6.0
47161,TENNESSEE,321.2,343.9,360.5,384.8,397.6,423.5,6.7,7.1,4.8,6.7,3.3,6.5
47163,TENNESSEE,775.5,879.7,936.2,961.8,961.8,1025.4,-4.1,13.4,6.4,2.7,-0.0,6.6
47165,TENNESSEE,790.6,840.7,868.4,892.0,898.7,988.1,0.9,6.3,3.3,2.7,0.7,9.9
47167,TENNESSEE,323.6,347.4,364.4,386.1,406.5,427.1,5.3,7.3,4.9,6.0,5.3,5.1
47169,TENNESSEE,363.4,383.3,399.0,418.7,438.5,460.2,4.6,5.5,4.1,4.9,4.7,4.9
47171,TENNESSEE,322.9,342.2,366.0,384.9,402.6,429.9,7.4,6.0,6.9,5.1,4.6,6.8
47173,TENNESSEE,482.5,501.8,514.0,542.0,558.3,585.4,3.9,4.0,2.4,5.5,3.0,4.8
47175,TENNESSEE,245.3,258.7,274.8,290.2,301.2,321.6,7.7,5.5,6.2,5.6,3.8,6.8
47177,TENNESSEE,407.5,428.9,444.5,462.3,478.8,504.2,4.6,5.3,3.6,4.0,3.6,5.3
47179,TENNESSEE,509.7,528.6,544.3,570.7,578.7,613.2,3.1,3.7,3.0,4.8,1.4,6.0
47181,TENNESSEE,311.8,332.5,350.9,373.6,386.0,415.9,6.8,6.6,5.5,6.5,3.3,7.7
47183,TENNESSEE,352.5,374.6,395.0,419.6,440.3,463.6,5.6,6.2,5.5,6.2,4.9,5.3
47185,TENNESSEE,368.0,386.7,404.4,421.8,440.0,458.5,4.7,5.1,4.6,4.3,4.3,4.2
47187,TENNESSEE,945.0,1034.9,1065.0,1124.7,1134.0,1198.1,-3.6,9.5,2.9,5.6,0.8,5.6
47189,TENNESSEE,765.7,782.4,818.3,857.1,897.5,903.2,2.8,2.2,4.6,4.7,4.7,0.6
48001,TEXAS,350.3,371.7,390.6,411.7,433.5,454.0,4.3,6.1,5.1,5.4,5.3,4.7
48003,TEXAS,307.5,326.9,344.2,362.5,382.4,397.3,5.4,6.3,5.3,5.3,5.5,3.9
48005,TEXAS,409.4,427.0,445.9,460.8,478.8,497.5,3.3,4.3,4.4,3.3,3.9,3.9
48007,TEXAS,653.7,690.4,750.2,822.5,905.5,1019.0,4.5,5.6,8.7,9.6,10.1,12.5
48009,TEXAS,392.2,413.2,430.7,445.7,466.1,481.6,4.7,5.3,4.2,3.5,4.6,3.3
48013,TEXAS,422.4,439.8,460.1,478.7,497.2,512.2,4.6,4.1,4.6,4.0,3.9,3.0
48015,TEXAS,438.9,456.5,473.4,491.2,508.5,525.4,4.1,4.0,3.7,3.7,3.5,3.3
48019,TEXAS,366.4,384.8,399.5,421.6,440.0,459.9,5.0,5.0,3.8,5.5,4.4,4.5
48021,TEXAS,527.5,548.5,564.1,594.2,615.8,631.2,2.4,4.0,2.8,5.3,3.6,2.5
48025,TEXAS,302.0,320.5,341.6,360.0,382.6,399.4,6.7,6.1,6.6,5.4,6.3,4.4
48027,TEXAS,672.0,704.0,725.4,749.1,772.1,783.6,3.0,4.8,3.0,3.3,3.1,1.5
48029,TEXAS,825.1,884.3,913.6,954.2,975.4,1027.1,1.1,7.2,3.3,4.4,2.2,5.3
48031,TEXAS,456.5,470.4,491.4,507.1,527.4,541.5,3.2,3.0,4.5,3.2,4.0,2.7
48035,TEXAS,328.3,350.2,369.2,389.1,409.9,429.4,5.4,6.7,5.4,5.4,5.3,4.8
48037,TEXAS,587.8,622.0,631.8,666.1,692.8,717.7,1.1,5.8,1.6,5.4,4.0,3.6
48039,TEXAS,535.2,557.5,575.9,588.9,609.5,629.9,3.4,4.2,3.3,2.2,3.5,3.3
48041,TEXAS,622.1,672.2,701.0,721.2,748.6,772.1,0.5,8.1,4.3,2.9,3.8,3.1
48043,TEXAS,414.9,428.4,449.2,460.1,481.6,492.7,3.9,3.2,4.9,2.4,4.7,2.3
48049,TEXAS,418.3,439.0,461.1,478.0,498.7,514.4,5.0,5.0,5.0,3.7,4.3,3.2
48051,TEXAS,297.3,316.0,337.3,358.5,380.8,399.6,8.2,6.3,6.7,6.3,6.2,4.9
48053,TEXAS,509.5,528.0,543.5,568.8,578.9,611.3,2.7,3.6,2.9,4.7,1.8,5.6
48055,TEXAS,452.8,472.8,493.6,510.3,527.2,544.7,4.1,4.4,4.4,3.4,3.3,3.3
48057,TEXAS,338.4,360.1,375.4,391.2,409.0,425.2,3.9,6.4,4.2,4.2,4.6,4.0
48059,TEXAS,364.1,382.0,408.1,430.4,452.1,479.8,7.3,4.9,6.8,5.5,5.1,6.1
48061,TEXAS,537.1,561.9,578.5,606.7,626.4,657.4,1.7,4.6,2.9,4.9,3.2,4.9
48063,TEXAS,306.0,322.2,343.9,363.3,385.9,408.8,7.1,5.3,6.7,5.6,6.2,5.9
48065,TEXAS,313.8,335.2,353.2,372.1,389.6,413.4,4.0,6.8,5.4,5.4,4.7,6.1
48067,TEXAS,327.6,349.4,368.1,387.4,406.4,425.6,5.1,6.7,5.4,5.2,4.9,4.7
48069,TEXAS,158.9,171.1,174.2,182.0,187.1,193.3,3.1,7.7,1.8,4.5,2.8,3.3
48071,TEXAS,496.2,515.7,533.0,556.9,574.6,594.2,3.5,3.9,3.4,4.5,3.2,3.4
48073,TEXAS,319.2,341.8,357.6,382.0,397.0,416.6,4.6,7.1,4.6,6.8,3.9,4.9
48077,TEXAS,287.7,303.7,324.5,344.2,364.8,384.6,8.4,5.6,6.8,6.1,6.0,5.4
48085,TEXAS,856.0,953.6,1002.6,1017.7,1055.9,1111.4,-0.6,11.4,5.1,1.5,3.8,5.3
48089,TEXAS,315.7,339.0,357.4,380.8,396.8,416.1,6.1,7.4,5.4,6.6,4.2,4.9
48091,TEXAS,823.1,882.4,912.6,960.6,979.7,1023.5,1.2,7.2,3.4,5.3,2.0,4.5
48093,TEXAS,296.5,313.6,337.1,356.4,380.7,397.2,8.4,5.8,7.5,5.7,6.8,4.4
48097,TEXAS,667.8,695.5,720.2,746.9,776.1,812.7,3.4,4.1,3.6,3.7,3.9,4.7
48099,TEXAS,314.6,336.1,356.5,376.8,393.4,415.1,6.7,6.8,6.1,5.7,4.4,5.5
48111,TEXAS,206.2,213.8,218.6,228.3,233.1,244.3,5.1,3.7,2.3,4.4,2.1,4.8
48113,TEXAS,953.3,1045.5,1074.3,1123.4,1139.3,1188.3,-3.4,9.7,2.8,4.6,1.4,4.3
48115,TEXAS,317.2,338.9,354.6,376.1,389.1,409.7,4.0,6.8,4.6,6.1,3.5,5.3
48117,TEXAS,319.9,344.8,360.4,385.4,404.0,425.7,6.3,7.8,4.5,6.9,4.8,5.4
48119,TEXAS,217.1,226.8,238.4,251.3,263.5,272.9,5.6,4.5,5.1,5.4,4.9,3.6
48121,TEXAS,832.5,910.5,979.2,1031.8,1026.3,1127.4,-1.2,9.4,7.5,5.4,-0.5,9.8
48123,TEXAS,357.7,381.5,399.2,425.2,446.2,468.7,5.4,6.7,4.6,6.5,4.9,5.0
48133,TEXAS,347.0,366.3,387.2,408.4,430.1,447.5,6.3,5.6,5.7,5.5,5.3,4.0
48135,TEXAS,719.0,776.3,815.6,854.7,894.1,899.8,-1.3,8.0,5.1,4.8,4.6,0.6
48139,TEXAS,832.8,885.3,903.2,970.3,1031.9,1027.9,0.6,6.3,2.0,7.4,6.3,-0.4
48141,TEXAS,690.8,736.3,750.7,801.6,823.7,861.3,1.2,6.6,2.0,6.8,2.8,4.6
48143,TEXAS,507.3,524.3,546.5,564.2,591.4,613.8,4.1,3.4,4.2,3.3,4.8,3.8
48145,TEXAS,257.7,273.9,293.8,313.4,334.1,355.7,9.4,6.3,7.3,6.7,6.6,6.5
48147,TEXAS,432.2,453.7,475.2,495.6,516.7,533.7,4.8,5.0,4.7,4.3,4.3,3.3
48149,TEXAS,417.7,436.1,452.6,469.3,481.9,505.1,3.3,4.4,3.8,3.7,2.7,4.8
48157,TEXAS,673.6,710.2,754.5,788.5,821.6,862.9,2.7,5.4,6.2,4.5,4.2,5.0
48159,TEXAS,366.5,387.0,409.8,428.8,450.7,474.9,5.6,5.6,5.9,4.6,5.1,5.4
48161,TEXAS,390.3,417.6,438.2,462.2,478.0,509.2,4.8,7.0,4.9,5.5,3.4,6.5
48165,TEXAS,372.1,390.5,410.9,432.3,454.8,472.6,5.0,5.0,5.2,5.2,5.2,3.9
48167,TEXAS,688.7,739.3,791.3,826.3,862.8,900.8,1.2,7.3,7.0,4.4,4.4,4.4
48171,TEXAS,632.3,666.8,691.8,717.2,738.0,773.7,-0.1,5.5,3.8,3.7,2.9,4.8
48175,TEXAS,374.4,394.8,411.4,428.4,441.0,459.3,3.5,5.4,4.2,4.1,3.0,4.1
48177,TEXAS,327.0,354.5,379.4,404.9,430.4,452.6,7.4,8.4,7.0,6.7,6.3,5.2
48179,TEXAS,310.9,329.0,345.6,363.5,382.1,394.0,5.0,5.8,5.0,5.2,5.1,3.1
48181,TEXAS,844.9,910.4,969.7,1016.6,1028.3,1067.2,-0.8,7.8,6.5,4.8,1.1,3.8
48183,TEXAS,638.5,676.4,694.9,730.3,752.4,787.9,1.1,5.9,2.7,5.1,3.0,4.7
48185,TEXAS,334.7,360.7,379.5,400.2,421.9,443.9,5.5,7.8,5.2,5.5,5.4,5.2
48187,TEXAS,567.2,592.8,612.4,633.0,652.5,680.9,3.5,4.5,3.3,3.4,3.1,4.4
48189,TEXAS,374.0,392.9,409.6,424.2,442.6,457.3,3.8,5.1,4.2,3.6,4.3,3.3
48193,TEXAS,309.6,325.4,345.8,363.2,383.7,396.6,5.2,5.1,6.3,5.0,5.6,3.4
48195,TEXAS,376.3,406.6,418.1,445.0,450.7,477.5,5.0,8.1,2.8,6.4,1.3,5.9
48199,TEXAS,504.8,531.3,547.2,570.2,583.1,609.3,3.1,5.3,3.0,4.2,2.2,4.5
48201,TEXAS,785.3,849.7,926.5,998.0,1062.2,1156.4,2.2,8.2,9.0,7.7,6.4,8.9
48203,TEXAS,537.0,562.8,574.2,599.1,614.9,637.9,1.5,4.8,2.0,4.3,2.6,3.7
48205,TEXAS,268.5,286.5,305.7,322.4,340.3,363.1,8.5,6.7,6.7,5.5,5.5,6.7
48209,TEXAS,818.5,890.8,916.5,948.8,964.2,1023.2,0.4,8.8,2.9,3.5,1.6,6.1
48211,TEXAS,265.1,280.5,265.3,294.9,267.8,302.5,-2.6,5.8,-5.4,11.2,-9.2,13.0
48213,TEXAS,804.2,871.8,915.8,957.9,962.1,1004.6,-5.1,8.4,5.0,4.6,0.4,4.4
48215,TEXAS,571.0,590.5,607.0,640.3,661.5,687.1,4.2,3.4,2.8,5.5,3.3,3.9
48217,TEXAS,481.3,495.0,525.8,538.7,566.3,581.7,4.8,2.8,6.2,2.5,5.1,2.7
48219,TEXAS,487.3,508.6,519.5,542.7,555.6,583.8,2.0,4.4,2.2,4.5,2.4,5.1
48221,TEXAS,435.3,450.5,478.7,496.0,521.4,536.4,5.8,3.5,6.3,3.6,5.1,2.9
48223,TEXAS,387.9,410.0,423.9,442.2,458.8,477.2,3.7,5.7,3.4,4.3,3.7,4.0
48225,TEXAS,293.9,312.7,331.7,352.8,371.3,392.0,7.8,6.4,6.1,6.4,5.3,5.6
48227,TEXAS,547.9,567.2,588.4,598.0,633.7,654.2,3.2,3.5,3.7,1.6,6.0,3.2
48231,TEXAS,571.6,602.0,615.7,643.8,668.4,694.4,2.4,5.3,2.3,4.6,3.8,3.9
48233,TEXAS,294.1,312.8,327.9,348.2,366.9,385.4,7.4,6.4,4.8,6.2,5.4,5.0
48237,TEXAS,279.6,295.9,312.3,329.4,348.1,368.1,7.2,5.8,5.6,5.5,5.7,5.7
48239,TEXAS,319.8,339.4,357.7,378.7,396.6,416.0,4.2,6.1,5.4,5.9,4.7,4.9
48241,TEXAS,277.5,296.4,314.4,335.4,357.0,380.9,8.2,6.8,6.1,6.7,6.4,6.7
48245,TEXAS,586.9,626.5,665.5,710.4,761.4,803.7,2.1,6.8,6.2,6.7,7.2,5.6
48249,TEXAS,299.8,322.2,340.4,361.1,380.4,397.9,6.9,7.5,5.6,6.1,5.3,4.6
48251,TEXAS,820.9,904.9,982.5,1029.7,1021.7,1123.5,-0.9,10.2,8.6,4.8,-0.8,10.0
48253,TEXAS,301.4,321.0,340.7,359.3,378.7,397.0,6.7,6.5,6.1,5.5,5.4,4.9
48257,TEXAS,424.7,440.1,460.7,480.7,501.6,516.5,6.1,3.6,4.7,4.3,4.4,3.0
48259,TEXAS,479.7,507.1,517.6,547.4,558.4,592.9,2.9,5.7,2.1,5.7,2.0,6.2
48265,TEXAS,747.5,823.7,874.8,895.0,906.1,974.4,-3.0,10.2,6.2,2.3,1.2,7.5
48273,TEXAS,298.7,315.7,334.4,352.8,370.1,389.0,6.8,5.7,5.9,5.5,4.9,5.1
48277,TEXAS,507.0,529.8,538.1,566.4,576.5,600.9,2.7,4.5,1.6,5.3,1.8,4.2
48279,TEXAS,226.5,238.9,260.8,270.2,290.2,305.3,9.6,5.5,9.1,3.6,7.4,5.2
48281,TEXAS,351.7,371.0,387.5,404.5,420.1,437.7,4.0,5.5,4.5,4.4,3.9,4.2
48285,TEXAS,315.1,335.2,355.0,376.0,392.7,411.3,5.4,6.4,5.9,5.9,4.4,4.7
48287,TEXAS,351.3,372.5,390.6,412.9,432.3,453.5,5.2,6.1,4.9,5.7,4.7,4.9
48289,TEXAS,271.1,286.6,305.5,321.2,341.9,359.5,8.1,5.7,6.6,5.1,6.4,5.1
48291,TEXAS,394.9,423.1,442.0,464.8,488.8,511.2,4.6,7.2,4.5,5.2,5.2,4.6
48293,TEXAS,284.2,304.3,324.7,345.1,367.7,389.0,8.0,7.1,6.7,6.3,6.5,5.8
48297,TEXAS,292.4,312.8,328.6,351.0,366.8,388.5,6.8,7.0,5.0,6.8,4.5,5.9
48299,TEXAS,653.9,704.5,735.3,751.4,791.2,816.5,-0.5,7.7,4.4,2.2,5.3,3.2
48303,TEXAS,600.0,637.0,657.6,686.6,717.4,750.0,2.4,6.2,3.2,4.4,4.5,4.6
48305,TEXAS,159.5,174.4,187.5,206.9,221.1,238.4,10.6,9.3,7.5,10.4,6.9,7.8
48307,TEXAS,179.3,195.5,208.0,226.2,239.5,261.2,11.2,9.0,6.4,8.7,5.9,9.0
48309,TEXAS,600.6,639.8,660.2,686.8,719.1,748.0,2.4,6.5,3.2,4.0,4.7,4.0
48313,TEXAS,307.1,322.5,339.0,359.2,376.5,391.8,5.6,5.0,5.1,6.0,4.8,4.1
48315,TEXAS,228.7,239.0,259.5,269.2,285.6,300.4,8.9,4.5,8.6,3.7,6.1,5.2
48321,TEXAS,276.7,295.4,312.4,329.3,348.5,368.8,7.7,6.8,5.8,5.4,5.8,5.8
48323,TEXAS,304.6,322.8,340.3,358.9,377.0,392.2,6.0,6.0,5.4,5.5,5.0,4.0
48325,TEXAS,431.2,452.7,473.7,495.3,516.4,533.7,4.1,5.0,4.6,4.6,4.2,3.4
48329,TEXAS,843.2,911.2,968.1,1018.6,1023.3,1075.2,-1.8,8.1,6.2,5.2,0.5,5.1
48331,TEXAS,346.7,370.2,388.1,408.5,426.4,446.9,4.3,6.8,4.8,5.3,4.4,4.8
48337,TEXAS,357.1,382.3,398.3,422.7,441.9,464.0,5.6,7.1,4.2,6.1,4.5,5.0
48339,TEXAS,652.5,686.3,701.0,742.7,784.4,819.7,3.1,5.2,2.1,6.0,5.6,4.5
48341,TEXAS,634.0,667.5,694.2,719.4,742.0,773.9,0.4,5.3,4.0,3.6,3.1,4.3
48343,TEXAS,307.8,321.5,345.3,363.2,387.8,404.8,7.3,4.4,7.4,5.2,6.8,4.4
