state,feature,importance_mean,importance_std,type
OKLAHOMA,log_population,0.0,0.0,economic/context
OKLAHOMA,log_amt_purchase,0.0,0.0,economic/context
OKLAHOMA,yr_centered,0.0,0.0,economic/context
OKLAHOMA,yr_sq,8.65509992429292e-06,3.234211141186476e-05,economic/context
OKLAHOMA,flood_frequency,0.0015371561439901705,0.0009243572836136032,climate
OKLAHOMA,flood_property_damage,8.016790440024124e-05,8.233917217219905e-05,climate
OKLAHOMA,flood_duration_hours,0.0006391196258143216,0.0007017948232736084,climate
OKLAHOMA,heat_stress_index,0.000272288168389867,0.000760182667597067,climate
OKLAHOMA,drought_annual_mean_index,3.9644861746968016e-05,0.0003413498981171409,climate
OKLAHOMA,fire_frequency,0.0013483739869261657,0.00040400473276818393,climate
OKLAHOMA,fire_size,0.001209746402097811,0.00048691555115785236,climate
OKLAHOMA,deaths_hurricane,0.0,0.0,climate
OKLAHOMA,injuries_hurricane,0.0,0.0,climate
OKLAHOMA,damage_hurricane,0.0,0.0,climate
OKLAHOMA,flood_severity,0.00029594112500764825,0.0002852035769673323,climate
OKLAHOMA,flood_damage_per_event,-3.53771728864305e-05,3.5380419611134166e-05,climate
OKLAHOMA,hurricane_impact,0.0,0.0,climate
OKLAHOMA,fire_total_area,-0.0007037137933843751,0.00032855472667405307,climate
OKLAHOMA,climate_stress_index,-0.0002486312499801246,0.00021061357257289782,climate
OKLAHOMA,flood_frequency_roll3,0.0038555107005004753,0.0016812269510267754,climate
OKLAHOMA,heat_stress_index_roll3,0.0020101266356117864,0.0010796414506984687,climate
OKLAHOMA,drought_annual_mean_index_roll3,0.0024479145207933484,0.0022307718340001887,climate
OKLAHOMA,fire_frequency_roll3,0.0002516208461418645,0.0009583417713328286,climate
OKLAHOMA,hurricane_impact_roll3,0.0,0.0,climate
OKLAHOMA,flood_frequency_cumsum,0.0432828422093814,0.011707711298255012,climate
OKLAHOMA,fire_frequency_cumsum,0.01947097381626265,0.003987120765466372,climate
OKLAHOMA,hurricane_impact_cumsum,0.0,0.0,climate
OKLAHOMA,heat_x_unemployment,-0.00026677112617942147,0.0003092325388903352,climate
OKLAHOMA,drought_x_gdp,0.00032110312190940514,0.000308509218119047,climate
OKLAHOMA,flood_x_proprate,0.0,0.0,climate
OKLAHOMA,fire_x_population,-0.0002498993930318494,0.0003434861939677518,climate
OKLAHOMA,climate_stress_x_avgprice,-0.0009022980963437011,0.00046599402068074337,climate
