county_fips5,yr,index_nsa_pred
1113,2023,231.25990705283849
1113,2024,236.97132166782202
1113,2025,242.30219561688358
1115,2021,373.15145226885613
1115,2022,384.07983058633783
1115,2023,394.450359477981
1115,2024,404.5887500981113
1115,2025,414.4888807956226
1117,2021,430.466389400614
1117,2022,453.19161457328147
1117,2023,475.98377978364397
1117,2024,499.047470576234
1117,2025,522.578533814016
1119,2021,154.34194348728013
1119,2022,152.29114506853438
1119,2023,148.67395737871846
1119,2024,145.26304853254166
1119,2025,142.0759873839315
1121,2021,228.97101103867323
1121,2022,226.26926394919948
1121,2023,221.68520447754332
1121,2024,216.18565383387573
1121,2025,209.61607609588776
1123,2021,232.61125635085705
1123,2022,229.2715876821961
1123,2023,223.74995073707845
1123,2024,216.68360871878858
1123,2025,207.83078389356794
1125,2021,288.24737690250186
1125,2022,291.41896775621586
1125,2023,293.0880437099076
1125,2024,293.8440464873776
1125,2025,293.5457031449267
1127,2021,236.29869286204257
1127,2022,240.49991267665212
1127,2023,245.4776416710918
1127,2024,251.25685770168866
1127,2025,257.57046553022167
1129,2021,114.12745720961965
1129,2022,107.20701527756705
1129,2023,100.01821677421557
1129,2024,92.76709008344415
1129,2025,85.0948597411892
1131,2021,108.17247589907288
1131,2022,73.66315952215038
1131,2023,33.09642734324976
1131,2024,-14.423683705491555
1131,2025,-92.68415695556376
1133,2021,214.44073512960753
1133,2022,224.35932596557393
